"","model","exp_id","params","LL"
"1","AG_rj",1,0.322723096153432,-5918.45801400265
"2","AG_rj",2,0.197361159862378,-6342.09616072851
"3","AG_rj",3,0.341954637798321,-4059.97200990791
"4","AG_rj",4,0.220846745207926,-4483.35093777848
