,rule,log_prob
0,"mult(sub(stick(d),sub(stripe(d),0)),spot(d))",-14.909439898728001
1,"sub(mult(spot(d),stick(d)),stripe(d))",-10.345091707260165
2,"sub(mult(stick(d),spot(d)),stripe(d))",-10.345091707260165
3,"sub(mult(sub(stick(d),stripe(d)),spot(d)),0)",-14.909439898728001
4,"mult(sub(stick(d),stripe(d)),spot(d))",-10.345091707260165
5,"mult(spot(d),sub(sub(stick(d),0),stripe(d)))",-14.909439898728001
6,"mult(spot(d),sub(stick(d),mult(stripe(d),add(spot(d),sub(stripe(d),stripe(d))))))",-23.17509006430833
7,"mult(spot(d),add(sub(0,stripe(d)),stick(d)))",-14.909439898728001
8,"mult(spot(d),sub(stick(d),stripe(d)))",-10.345091707260165
9,"mult(add(sub(stick(d),stripe(d)),sub(0,mult(0,stick(d)))),spot(d))",-23.750454209211888
