"","run","iter","depth","condition","cfit"
"602",4,8,2,"combine",-7989.68669254684
"603",4,8,2,"decon",-5024.38154084205
"604",4,8,2,"flip",-4086.99137022063
"605",4,8,1,"construct",-3694.18942225991
"606",4,8,1,"combine",-7763.28560955362
"607",4,8,1,"decon",-4344.01623696859
"608",4,8,1,"flip",-3988.9292876254
"609",4,9,2,"construct",-3733.77790836847
"610",4,9,2,"combine",-7854.84034996279
"611",4,9,2,"decon",-4695.17094139306
"612",4,9,2,"flip",-3988.56031233363
"613",4,9,1,"construct",-3761.2069842727
"614",4,9,1,"combine",-8178.37713404094
"615",4,9,1,"decon",-4342.48009409896
"616",4,9,1,"flip",-3951.23685513094
"617",4,10,2,"construct",-3685.87581089901
"618",4,10,2,"combine",-7819.75387458026
"619",4,10,2,"decon",-5073.37855899501
"620",4,10,2,"flip",-4047.15305347263
"621",4,10,1,"construct",-3766.79538252558
"622",4,10,1,"combine",-8067.85379956859
"623",4,10,1,"decon",-4361.63220852246
"624",4,10,1,"flip",-3973.62703329362
"625",4,16,2,"construct",-3719.51842778409
"626",4,16,2,"combine",-7901.22316256428
"627",4,16,2,"decon",-4460.29112861435
"628",4,16,2,"flip",-4101.55761803507
"629",4,16,1,"construct",-3629.55556634246
