"","run","iter","depth","condition","cfit"
"1143",8,7,1,"decon",-4466.46852609868
"1144",8,7,1,"flip",-4238.65121864585
"1145",8,8,2,"construct",-3927.9681897063
"1146",8,8,2,"combine",-7895.06234068367
"1147",8,8,2,"decon",-4891.61332343119
"1148",8,8,2,"flip",-4274.72335804925
"1149",8,8,1,"construct",-3956.29331774604
"1150",8,8,1,"combine",-8196.27106523404
"1151",8,8,1,"decon",-4481.71789697809
"1152",8,8,1,"flip",-4425.02746994496
"1153",8,9,2,"construct",-3831.05653642079
"1154",8,9,2,"combine",-7978.32745007964
"1155",8,9,2,"decon",-4783.02681076337
"1156",8,9,2,"flip",-4462.51416154735
"1157",8,9,1,"construct",-3876.03137068675
"1158",8,9,1,"combine",-8020.89071209638
"1159",8,9,1,"decon",-4474.20905491712
"1160",8,9,1,"flip",-4393.92962084044
"1161",8,10,2,"construct",-3810.7515395134
"1162",8,10,2,"combine",-8260.88814302562
"1163",8,10,2,"decon",-4888.43166192163
"1164",8,10,2,"flip",-4244.79832857947
"1165",8,10,1,"construct",-3830.6414620599
"1166",8,10,1,"combine",-8267.95166684585
"1167",8,10,1,"decon",-4484.14127558677
"1168",8,10,1,"flip",-4394.88435129851
"1169",8,16,2,"construct",-3829.32593540161
"1170",8,16,2,"combine",-8064.91869071682
"1171",8,16,2,"decon",-4869.46463495006
"1172",8,16,2,"flip",-4408.74264189755
"1173",8,16,1,"construct",-3908.24685952892
"1174",8,16,1,"combine",-8180.76019981917
"1175",8,16,1,"decon",-4486.37118629514
"1176",8,16,1,"flip",-4468.28627270633
"1177",8,32,2,"construct",-3761.01741602069
"1178",8,32,2,"combine",-8089.42746304634
"1179",8,32,2,"decon",-4826.08210698619
"1180",8,32,2,"flip",-4108.92155737126
"1181",8,32,1,"construct",-3938.04490897958
"1182",8,32,1,"combine",-8479.1933448335
"1183",8,32,1,"decon",-4513.55352668508
"1184",8,32,1,"flip",-4419.39089651422
"1185",8,64,2,"construct",-3783.9842328402
"1186",8,64,2,"combine",-7685.15367479789
"1187",8,64,2,"decon",-4930.9718892618
"1188",8,64,2,"flip",-4106.73950445449
"1189",8,64,1,"construct",-3957.85178423578
"1190",8,64,1,"combine",-8440.91506219525
"1191",8,64,1,"decon",-4521.96303011217
"1192",8,64,1,"flip",-4441.80564634005
"1193",8,128,2,"construct",-3828.04741219162
"1194",8,128,2,"combine",-7999.97520458818
"1195",8,128,2,"decon",-4962.85901678316
"1196",8,128,2,"flip",-4359.26560909413
"1197",8,128,1,"construct",-3949.04070690958
"1198",8,128,1,"combine",-8500.35707300054
"1199",8,128,1,"decon",-4525.65418700234
"1200",8,128,1,"flip",-4439.70831891068
"1201",8,256,2,"construct",-3857.16492225213
"1202",8,256,2,"combine",-7907.41582662873
"1203",8,256,2,"decon",-4928.97025890524
"1204",8,256,2,"flip",-4200.64154720365
"1205",8,256,1,"construct",-3953.51263457604
"1206",8,256,1,"combine",-8496.83365744974
"1207",8,256,1,"decon",-4533.20969310548
"1208",8,256,1,"flip",-4474.78426041073
"1209",8,512,2,"construct",-3868.77407564614
"1210",8,512,2,"combine",-7948.77355361211
"1211",8,512,2,"decon",-4969.97841546042
"1212",8,512,2,"flip",-4142.83289035734
"1213",8,512,1,"construct",-3959.2499439564
"1214",8,512,1,"combine",-8502.64930836642
"1215",8,512,1,"decon",-4535.43920984233
"1216",8,512,1,"flip",-4476.56684158935
"1217",8,1024,2,"construct",-3827.6900030997
"1218",8,1024,2,"combine",-7893.34432145398
"1219",8,1024,2,"decon",-4985.02555551159
"1220",8,1024,2,"flip",-4092.65725985896
"1221",8,1024,1,"construct",-3958.8625396115
"1222",8,1024,1,"combine",-8506.58234868464
"1223",8,1024,1,"decon",-4535.82273273953
"1224",8,1024,1,"flip",-4477.86300989306
"1225",9,1,2,"construct",-4013.12953501332
"1226",9,1,2,"combine",-8172.40094641613
"1227",9,1,2,"decon",-4480.78644649509
"1228",9,1,2,"flip",-4346.40605309134
"1229",9,1,1,"construct",-3741.62814095518
"1230",9,1,1,"combine",-8263.28893681823
"1231",9,1,1,"decon",-4463.43200487431
"1232",9,1,1,"flip",-4770.69831839699
"1233",9,2,2,"construct",-3974.21693702073
"1234",9,2,2,"combine",-7943.01669300655
"1235",9,2,2,"decon",-4370.78576096916
"1236",9,2,2,"flip",-4357.03796230116
"1237",9,2,1,"construct",-4031.12650818119
"1238",9,2,1,"combine",-8209.58642813275
"1239",9,2,1,"decon",-4469.42125315547
"1240",9,2,1,"flip",-4482.10700675184
"1241",9,3,2,"construct",-3546.26823906849
"1242",9,3,2,"combine",-7918.49168458853
"1243",9,3,2,"decon",-4987.31858032059
"1244",9,3,2,"flip",-3958.89702236323
"1245",9,3,1,"construct",-3733.61202462235
"1246",9,3,1,"combine",-8502.58366448979
"1247",9,3,1,"decon",-4464.8013562851
"1248",9,3,1,"flip",-4183.85374881946
"1249",9,4,2,"construct",-3750.77859356594
"1250",9,4,2,"combine",-7788.63484578004
"1251",9,4,2,"decon",-4778.94817274637
"1252",9,4,2,"flip",-3999.98815433333
"1253",9,4,1,"construct",-3625.86283193681
"1254",9,4,1,"combine",-8014.83750754787
"1255",9,4,1,"decon",-4464.77895866385
"1256",9,4,1,"flip",-4374.32551370067
"1257",9,5,2,"construct",-3622.39234909706
"1258",9,5,2,"combine",-7878.15201690961
"1259",9,5,2,"decon",-4370.53306999385
"1260",9,5,2,"flip",-3841.3190963157
"1261",9,5,1,"construct",-3791.48703790971
"1262",9,5,1,"combine",-8028.3504779341
"1263",9,5,1,"decon",-4471.5021048741
"1264",9,5,1,"flip",-4419.36972933165
"1265",9,6,2,"construct",-3856.06504300389
"1266",9,6,2,"combine",-8095.30801926692
"1267",9,6,2,"decon",-4691.71985553836
"1268",9,6,2,"flip",-4114.53258507074
"1269",9,6,1,"construct",-3884.19370325997
"1270",9,6,1,"combine",-8264.26624514609
"1271",9,6,1,"decon",-4471.45049826761
"1272",9,6,1,"flip",-4303.44018422455
"1273",9,7,2,"construct",-3688.3732046534
"1274",9,7,2,"combine",-8577.15407585606
"1275",9,7,2,"decon",-4831.12383617355
"1276",9,7,2,"flip",-4189.76879794341
"1277",9,7,1,"construct",-3797.42303275942
"1278",9,7,1,"combine",-8391.75856656291
"1279",9,7,1,"decon",-4479.46093781934
"1280",9,7,1,"flip",-4454.65071467776
"1281",9,8,2,"construct",-3900.88226624225
"1282",9,8,2,"combine",-7836.99193944935
"1283",9,8,2,"decon",-4513.52974666742
"1284",9,8,2,"flip",-4375.31090383064
"1285",9,8,1,"construct",-3758.54706891245
"1286",9,8,1,"combine",-8087.20597117536
"1287",9,8,1,"decon",-4467.45782741293
"1288",9,8,1,"flip",-4298.41216121302
"1289",9,9,2,"construct",-3603.54211492338
"1290",9,9,2,"combine",-7719.14255642131
"1291",9,9,2,"decon",-4632.83881932878
"1292",9,9,2,"flip",-3891.8794120849
"1293",9,9,1,"construct",-3929.29917066511
"1294",9,9,1,"combine",-8352.06918384944
"1295",9,9,1,"decon",-4487.56743185235
"1296",9,9,1,"flip",-4323.82682090712
"1297",9,10,2,"construct",-3788.81553319328
"1298",9,10,2,"combine",-7781.88155406444
"1299",9,10,2,"decon",-4776.08103560834
"1300",9,10,2,"flip",-4402.29459851566
"1301",9,10,1,"construct",-3815.5344595223
"1302",9,10,1,"combine",-8279.04376702413
"1303",9,10,1,"decon",-4480.45093100584
"1304",9,10,1,"flip",-4346.29930551327
"1305",9,16,2,"construct",-3741.04367048972
"1306",9,16,2,"combine",-8448.79117848845
"1307",9,16,2,"decon",-4596.71725382841
"1308",9,16,2,"flip",-4034.83747198564
"1309",9,16,1,"construct",-3937.20307640175
"1310",9,16,1,"combine",-8545.42037834355
"1311",9,16,1,"decon",-4510.8946213284
"1312",9,16,1,"flip",-4393.37779214014
"1313",9,32,2,"construct",-3824.01710273398
"1314",9,32,2,"combine",-7658.96628119177
"1315",9,32,2,"decon",-4817.35758790789
"1316",9,32,2,"flip",-4344.66820102324
"1317",9,32,1,"construct",-3792.54798405186
"1318",9,32,1,"combine",-8488.30981801624
"1319",9,32,1,"decon",-4503.393005563
"1320",9,32,1,"flip",-4447.01503128439
"1321",9,64,2,"construct",-3849.50740653088
"1322",9,64,2,"combine",-8149.58211129793
"1323",9,64,2,"decon",-4889.71649212931
"1324",9,64,2,"flip",-4318.20032436476
"1325",9,64,1,"construct",-3895.88891645774
"1326",9,64,1,"combine",-8442.06837011802
"1327",9,64,1,"decon",-4516.03735178335
"1328",9,64,1,"flip",-4455.53836695754
"1329",9,128,2,"construct",-3884.77116684985
"1330",9,128,2,"combine",-7834.49677602604
"1331",9,128,2,"decon",-4810.10122990398
"1332",9,128,2,"flip",-4221.09873826374
"1333",9,128,1,"construct",-3932.65619762163
"1334",9,128,1,"combine",-8539.74855194718
"1335",9,128,1,"decon",-4525.81910135268
"1336",9,128,1,"flip",-4437.79327308306
"1337",9,256,2,"construct",-3916.49029076288
"1338",9,256,2,"combine",-7653.23752601766
"1339",9,256,2,"decon",-4971.27054020399
"1340",9,256,2,"flip",-4178.69702264481
"1341",9,256,1,"construct",-3947.57699649106
"1342",9,256,1,"combine",-8505.53685903771
"1343",9,256,1,"decon",-4533.05360345213
"1344",9,256,1,"flip",-4479.7174461645
"1345",9,512,2,"construct",-3824.45762779476
"1346",9,512,2,"combine",-7909.71448257784
"1347",9,512,2,"decon",-4992.70637100371
"1348",9,512,2,"flip",-4217.58448600467
"1349",9,512,1,"construct",-3955.26604224388
"1350",9,512,1,"combine",-8503.0309891135
"1351",9,512,1,"decon",-4535.28833652602
"1352",9,512,1,"flip",-4484.81695535642
"1353",9,1024,2,"construct",-3881.1973212257
"1354",9,1024,2,"combine",-7913.04972233728
"1355",9,1024,2,"decon",-4989.60533860345
"1356",9,1024,2,"flip",-4173.91672689691
"1357",9,1024,1,"construct",-3958.69442481335
"1358",9,1024,1,"combine",-8508.4078471117
"1359",9,1024,1,"decon",-4536.49506711425
"1360",9,1024,1,"flip",-4482.06988117362
"1361",10,1,2,"construct",-3932.59535925319
"1362",10,1,2,"combine",-9068.42591118096
"1363",10,1,2,"decon",-4238.79541245686
"1364",10,1,2,"flip",-4208.31788989959
"1365",10,1,1,"construct",-3941.21428815304
"1366",10,1,1,"combine",-8140.36772687985
"1367",10,1,1,"decon",-4463.79572310211
"1368",10,1,1,"flip",-4291.8791376685
"1369",10,2,2,"construct",-3858.95511341771
"1370",10,2,2,"combine",-8697.04890492038
"1371",10,2,2,"decon",-4737.49408827593
"1372",10,2,2,"flip",-4313.64564742535
"1373",10,2,1,"construct",-3778.12339771245
"1374",10,2,1,"combine",-7865.58952547227
"1375",10,2,1,"decon",-4463.42940312027
"1376",10,2,1,"flip",-4031.66322044981
"1377",10,3,2,"construct",-4113.94617842605
"1378",10,3,2,"combine",-8518.4931169202
"1379",10,3,2,"decon",-4809.79964560701
"1380",10,3,2,"flip",-4091.18835129998
"1381",10,3,1,"construct",-3735.27187419641
"1382",10,3,1,"combine",-8093.91333563427
"1383",10,3,1,"decon",-4463.5790036575
"1384",10,3,1,"flip",-4113.6444314522
"1385",10,4,2,"construct",-3779.98809925152
"1386",10,4,2,"combine",-7780.77299879449
"1387",10,4,2,"decon",-4781.16176525598
"1388",10,4,2,"flip",-4395.2624641597
"1389",10,4,1,"construct",-3928.50535180936
"1390",10,4,1,"combine",-8463.76457928158
"1391",10,4,1,"decon",-4474.08416628832
"1392",10,4,1,"flip",-4309.59242329923
"1393",10,5,2,"construct",-3823.74782981472
"1394",10,5,2,"combine",-7668.22598163416
"1395",10,5,2,"decon",-4464.11266124531
"1396",10,5,2,"flip",-4350.1019791252
"1397",10,5,1,"construct",-3805.36797137466
"1398",10,5,1,"combine",-7785.27864646563
"1399",10,5,1,"decon",-4465.81975132804
"1400",10,5,1,"flip",-4423.63688305183
"1401",10,6,2,"construct",-3723.04998741158
"1402",10,6,2,"combine",-7705.71950997669
"1403",10,6,2,"decon",-4735.64674856294
"1404",10,6,2,"flip",-3883.22722509592
"1405",10,6,1,"construct",-3757.30548262577
"1406",10,6,1,"combine",-8241.46884782269
"1407",10,6,1,"decon",-4468.76600491021
"1408",10,6,1,"flip",-4129.12086332955
"1409",10,7,2,"construct",-3754.0872291234
"1410",10,7,2,"combine",-8451.82875980321
"1411",10,7,2,"decon",-4744.28882919551
"1412",10,7,2,"flip",-4337.36050353563
"1413",10,7,1,"construct",-3868.02457400984
"1414",10,7,1,"combine",-7939.09619803681
"1415",10,7,1,"decon",-4466.6671442139
"1416",10,7,1,"flip",-4238.23126551874
"1417",10,8,2,"construct",-3694.63024322684
"1418",10,8,2,"combine",-8031.83184804494
"1419",10,8,2,"decon",-4487.8730167745
"1420",10,8,2,"flip",-4139.48778485307
"1421",10,8,1,"construct",-3848.39315699101
"1422",10,8,1,"combine",-8302.2046504782
"1423",10,8,1,"decon",-4478.72751096489
"1424",10,8,1,"flip",-4385.43704516068
"1425",10,9,2,"construct",-3890.5747828892
"1426",10,9,2,"combine",-8105.15618841355
"1427",10,9,2,"decon",-4766.82953896547
"1428",10,9,2,"flip",-4414.07391423041
"1429",10,9,1,"construct",-3800.83594700587
"1430",10,9,1,"combine",-8128.47014121291
"1431",10,9,1,"decon",-4472.28270427936
"1432",10,9,1,"flip",-4392.37419423
"1433",10,10,2,"construct",-3884.86345104962
"1434",10,10,2,"combine",-7440.83949492443
"1435",10,10,2,"decon",-4886.57777527633
"1436",10,10,2,"flip",-4264.35575175362
"1437",10,10,1,"construct",-3818.82479746279
"1438",10,10,1,"combine",-7966.27493620239
"1439",10,10,1,"decon",-4463.53330341479
"1440",10,10,1,"flip",-4124.17384659869
"1441",10,16,2,"construct",-3765.21872845841
"1442",10,16,2,"combine",-8312.07482789444
"1443",10,16,2,"decon",-4748.2110017427
"1444",10,16,2,"flip",-4352.53641008307
"1445",10,16,1,"construct",-3931.32204568595
"1446",10,16,1,"combine",-8289.70797057804
"1447",10,16,1,"decon",-4493.21944655984
"1448",10,16,1,"flip",-4380.75203948187
"1449",10,32,2,"construct",-3795.16425891503
"1450",10,32,2,"combine",-7984.90453460305
"1451",10,32,2,"decon",-5000.14870942856
"1452",10,32,2,"flip",-4065.61328824951
"1453",10,32,1,"construct",-3936.09900994948
"1454",10,32,1,"combine",-8246.21271054109
"1455",10,32,1,"decon",-4499.11345997133
"1456",10,32,1,"flip",-4420.42084263691
"1457",10,64,2,"construct",-3886.76432361748
"1458",10,64,2,"combine",-7968.58726859431
"1459",10,64,2,"decon",-4786.02426314141
"1460",10,64,2,"flip",-4185.06303331067
"1461",10,64,1,"construct",-3956.79239657592
"1462",10,64,1,"combine",-8425.78433828599
"1463",10,64,1,"decon",-4521.51315059727
"1464",10,64,1,"flip",-4447.80125423537
"1465",10,128,2,"construct",-3842.64930001627
"1466",10,128,2,"combine",-7806.43897932118
"1467",10,128,2,"decon",-4800.17800472173
"1468",10,128,2,"flip",-4059.0374917115
"1469",10,128,1,"construct",-3955.44380785865
"1470",10,128,1,"combine",-8455.66130601781
"1471",10,128,1,"decon",-4525.79102148711
"1472",10,128,1,"flip",-4452.16516079125
"1473",10,256,2,"construct",-3884.57652073979
"1474",10,256,2,"combine",-7815.66971887165
"1475",10,256,2,"decon",-4782.24571161622
"1476",10,256,2,"flip",-4134.13545589051
"1477",10,256,1,"construct",-3959.70310863039
"1478",10,256,1,"combine",-8502.90722096486
"1479",10,256,1,"decon",-4534.46126603972
"1480",10,256,1,"flip",-4466.51873795176
"1481",10,512,2,"construct",-3849.80832009086
"1482",10,512,2,"combine",-7840.82267202039
"1483",10,512,2,"decon",-4880.7905643341
"1484",10,512,2,"flip",-4211.62687237396
"1485",10,512,1,"construct",-3959.36705634448
"1486",10,512,1,"combine",-8501.25785512522
"1487",10,512,1,"decon",-4534.6819882773
"1488",10,512,1,"flip",-4465.36662664687
"1489",10,1024,2,"construct",-3839.177286874
"1490",10,1024,2,"combine",-7855.45491371712
"1491",10,1024,2,"decon",-4921.75596836897
"1492",10,1024,2,"flip",-4120.80556447585
"1493",10,1024,1,"construct",-3959.06350550852
"1494",10,1024,1,"combine",-8495.60410324731
"1495",10,1024,1,"decon",-4534.17471154447
"1496",10,1024,1,"flip",-4470.49344570732
"1497",11,1,2,"construct",-4218.46847264175
"1498",11,1,2,"combine",-7917.51700623802
"1499",11,1,2,"decon",-4481.02156142252
"1500",11,1,2,"flip",-4420.91379070075
"1501",11,1,1,"construct",-4079.01237074281
"1502",11,1,1,"combine",-9678.40990530432
"1503",11,1,1,"decon",-4480.62739419132
"1504",11,1,1,"flip",-4315.0671416303
"1505",11,2,2,"construct",-4046.31679788131
"1506",11,2,2,"combine",-7638.31401860741
"1507",11,2,2,"decon",-4813.39109081552
"1508",11,2,2,"flip",-4072.17986835327
"1509",11,2,1,"construct",-3766.05917441116
"1510",11,2,1,"combine",-8256.09306529779
"1511",11,2,1,"decon",-4463.41079638853
"1512",11,2,1,"flip",-4153.91463466608
"1513",11,3,2,"construct",-3768.03264779462
"1514",11,3,2,"combine",-8095.51838734274
"1515",11,3,2,"decon",-4817.30818161311
"1516",11,3,2,"flip",-4485.23027953258
"1517",11,3,1,"construct",-3816.36054833418
"1518",11,3,1,"combine",-7708.72008262164
"1519",11,3,1,"decon",-4463.62852216861
"1520",11,3,1,"flip",-4117.18249425674
"1521",11,4,2,"construct",-3643.29959250951
"1522",11,4,2,"combine",-7667.43681397401
"1523",11,4,2,"decon",-5028.4982549557
"1524",11,4,2,"flip",-4148.38534778068
"1525",11,4,1,"construct",-3707.62284147827
"1526",11,4,1,"combine",-8004.54448712343
"1527",11,4,1,"decon",-4467.60612871236
"1528",11,4,1,"flip",-4387.37694696184
"1529",11,5,2,"construct",-3716.79577888801
"1530",11,5,2,"combine",-8087.06607277672
"1531",11,5,2,"decon",-4598.20557364181
"1532",11,5,2,"flip",-4185.42609503159
"1533",11,5,1,"construct",-3854.55142589724
"1534",11,5,1,"combine",-8089.05455913755
"1535",11,5,1,"decon",-4483.63132124076
"1536",11,5,1,"flip",-4469.86907777797
"1537",11,6,2,"construct",-3618.47054418131
"1538",11,6,2,"combine",-8105.6394493417
"1539",11,6,2,"decon",-4978.15099360425
"1540",11,6,2,"flip",-4531.68376153948
"1541",11,6,1,"construct",-3856.67518609852
"1542",11,6,1,"combine",-8169.20809679681
"1543",11,6,1,"decon",-4468.95969342587
"1544",11,6,1,"flip",-4183.27054556361
"1545",11,7,2,"construct",-3796.2754092508
"1546",11,7,2,"combine",-8078.63045994312
"1547",11,7,2,"decon",-5089.08111921007
"1548",11,7,2,"flip",-4073.93576766207
"1549",11,7,1,"construct",-3838.77894394877
"1550",11,7,1,"combine",-8159.84498002934
"1551",11,7,1,"decon",-4470.30803420596
"1552",11,7,1,"flip",-4247.50713457018
"1553",11,8,2,"construct",-4377.84396112124
"1554",11,8,2,"combine",-7838.87705783628
"1555",11,8,2,"decon",-5153.92695023311
"1556",11,8,2,"flip",-4221.20701597006
"1557",11,8,1,"construct",-3779.58933938002
"1558",11,8,1,"combine",-8279.01437679781
"1559",11,8,1,"decon",-4479.19293833528
"1560",11,8,1,"flip",-4368.03609032394
"1561",11,9,2,"construct",-3679.48077336593
"1562",11,9,2,"combine",-7949.08505650301
"1563",11,9,2,"decon",-4661.12428583142
"1564",11,9,2,"flip",-4706.88439646192
"1565",11,9,1,"construct",-3917.66841011258
"1566",11,9,1,"combine",-8459.74273273008
"1567",11,9,1,"decon",-4504.64173031758
"1568",11,9,1,"flip",-4379.89782815082
"1569",11,10,2,"construct",-3768.60415946233
"1570",11,10,2,"combine",-7806.27353053011
"1571",11,10,2,"decon",-5001.87269635453
"1572",11,10,2,"flip",-4004.54001274105
"1573",11,10,1,"construct",-3815.54460628152
"1574",11,10,1,"combine",-8101.73391073856
"1575",11,10,1,"decon",-4466.19744954561
"1576",11,10,1,"flip",-4160.88312853723
"1577",11,16,2,"construct",-3976.09718737294
"1578",11,16,2,"combine",-7966.98015383151
"1579",11,16,2,"decon",-4925.94469092105
"1580",11,16,2,"flip",-4353.44581782123
"1581",11,16,1,"construct",-3933.01821413225
"1582",11,16,1,"combine",-8349.23680866078
"1583",11,16,1,"decon",-4498.82784887148
"1584",11,16,1,"flip",-4396.11624947547
"1585",11,32,2,"construct",-3834.94550906714
"1586",11,32,2,"combine",-7928.67958701633
"1587",11,32,2,"decon",-4991.75160325756
"1588",11,32,2,"flip",-4445.13586036017
"1589",11,32,1,"construct",-3926.9794385799
"1590",11,32,1,"combine",-8424.38167600188
"1591",11,32,1,"decon",-4512.3870551132
"1592",11,32,1,"flip",-4442.70106703322
"1593",11,64,2,"construct",-3770.26515533178
"1594",11,64,2,"combine",-8037.85234547523
"1595",11,64,2,"decon",-4980.08534492334
"1596",11,64,2,"flip",-4163.96981382768
"1597",11,64,1,"construct",-3948.97537506886
"1598",11,64,1,"combine",-8438.84802289749
"1599",11,64,1,"decon",-4518.12902054038
"1600",11,64,1,"flip",-4434.0441690621
"1601",11,128,2,"construct",-3909.7228814025
"1602",11,128,2,"combine",-7874.06518170324
"1603",11,128,2,"decon",-4820.39808280416
"1604",11,128,2,"flip",-4037.18731592834
"1605",11,128,1,"construct",-3947.02241396836
"1606",11,128,1,"combine",-8460.3966462173
"1607",11,128,1,"decon",-4523.95568981079
"1608",11,128,1,"flip",-4446.56443051369
"1609",11,256,2,"construct",-3904.85183997599
"1610",11,256,2,"combine",-7848.0262291635
"1611",11,256,2,"decon",-4766.77722528988
"1612",11,256,2,"flip",-4163.25117761868
"1613",11,256,1,"construct",-3957.28906207362
"1614",11,256,1,"combine",-8487.51740929668
"1615",11,256,1,"decon",-4531.91160116414
"1616",11,256,1,"flip",-4466.44030780322
"1617",11,512,2,"construct",-3878.16427805823
"1618",11,512,2,"combine",-7890.02124910609
"1619",11,512,2,"decon",-4944.87182056436
"1620",11,512,2,"flip",-4162.38239341494
"1621",11,512,1,"construct",-3958.14367899967
"1622",11,512,1,"combine",-8507.33303729735
"1623",11,512,1,"decon",-4535.90168543494
"1624",11,512,1,"flip",-4477.73349712595
"1625",11,1024,2,"construct",-3819.88137334594
"1626",11,1024,2,"combine",-7912.37266697436
"1627",11,1024,2,"decon",-4918.32820803613
"1628",11,1024,2,"flip",-4076.74010407232
"1629",11,1024,1,"construct",-3960.16668618284
"1630",11,1024,1,"combine",-8496.72033994677
"1631",11,1024,1,"decon",-4534.88783613955
"1632",11,1024,1,"flip",-4474.99340350962
"1633",12,1,2,"construct",-4069.98095189172
"1634",12,1,2,"combine",-8025.17645498772
"1635",12,1,2,"decon",-4742.84950110969
"1636",12,1,2,"flip",-4305.98741774166
"1637",12,1,1,"construct",-3775.84151443409
"1638",12,1,1,"combine",-8159.26692134994
"1639",12,1,1,"decon",-4463.47008979583
"1640",12,1,1,"flip",-4239.41117289771
"1641",12,2,2,"construct",-3971.43763740635
"1642",12,2,2,"combine",-8308.76408806043
"1643",12,2,2,"decon",-4458.35321286119
"1644",12,2,2,"flip",-4396.16480058119
"1645",12,2,1,"construct",-3693.47802095827
"1646",12,2,1,"combine",-8721.25022658191
"1647",12,2,1,"decon",-4463.41105559179
"1648",12,2,1,"flip",-4112.08159523733
"1649",12,3,2,"construct",-3862.25477604578
"1650",12,3,2,"combine",-7750.69264611208
"1651",12,3,2,"decon",-4666.5467491657
"1652",12,3,2,"flip",-4031.60313965779
"1653",12,3,1,"construct",-3907.18634952081
"1654",12,3,1,"combine",-8217.95582395694
"1655",12,3,1,"decon",-4467.90380172009
"1656",12,3,1,"flip",-4237.12831759144
"1657",12,4,2,"construct",-3786.51134165477
"1658",12,4,2,"combine",-8269.6226101642
"1659",12,4,2,"decon",-4704.43980156534
"1660",12,4,2,"flip",-4152.30602173723
"1661",12,4,1,"construct",-3917.44959126477
"1662",12,4,1,"combine",-7995.04385833019
"1663",12,4,1,"decon",-4471.56505438826
"1664",12,4,1,"flip",-4308.03304516635
"1665",12,5,2,"construct",-3961.52495128474
"1666",12,5,2,"combine",-8142.13111639208
"1667",12,5,2,"decon",-4944.27364827307
"1668",12,5,2,"flip",-4522.61239029057
"1669",12,5,1,"construct",-3911.54862669397
"1670",12,5,1,"combine",-8174.12719068313
"1671",12,5,1,"decon",-4469.87153768972
"1672",12,5,1,"flip",-4289.52341325632
"1673",12,6,2,"construct",-4178.99375025888
"1674",12,6,2,"combine",-8014.04873795703
"1675",12,6,2,"decon",-4840.63077099811
"1676",12,6,2,"flip",-4390.17337211287
"1677",12,6,1,"construct",-3843.95470356654
"1678",12,6,1,"combine",-7919.64378794106
"1679",12,6,1,"decon",-4463.82359094846
"1680",12,6,1,"flip",-4145.31528093174
"1681",12,7,2,"construct",-3815.97329885717
"1682",12,7,2,"combine",-8234.94109522209
"1683",12,7,2,"decon",-4968.52128402416
"1684",12,7,2,"flip",-4568.90584435446
"1685",12,7,1,"construct",-3862.93252653594
"1686",12,7,1,"combine",-8111.13054499815
"1687",12,7,1,"decon",-4475.69094220133
"1688",12,7,1,"flip",-4279.22808881571
"1689",12,8,2,"construct",-3909.63600239923
"1690",12,8,2,"combine",-7651.98624029883
"1691",12,8,2,"decon",-5126.56376519862
"1692",12,8,2,"flip",-4023.20798478766
"1693",12,8,1,"construct",-3862.21061095977
"1694",12,8,1,"combine",-8285.30462758711
"1695",12,8,1,"decon",-4487.86146391673
"1696",12,8,1,"flip",-4387.07673307394
"1697",12,9,2,"construct",-3955.83247200732
"1698",12,9,2,"combine",-8100.19438455718
"1699",12,9,2,"decon",-4923.40896560861
"1700",12,9,2,"flip",-4132.63214060898
"1701",12,9,1,"construct",-3855.87938581596
"1702",12,9,1,"combine",-8197.760008291
"1703",12,9,1,"decon",-4477.93647900027
"1704",12,9,1,"flip",-4372.2593962506
"1705",12,10,2,"construct",-3903.3556220035
"1706",12,10,2,"combine",-7974.49971137713
"1707",12,10,2,"decon",-4769.52319954795
"1708",12,10,2,"flip",-4457.88186888046
"1709",12,10,1,"construct",-3818.58409108082
"1710",12,10,1,"combine",-8066.39511109461
"1711",12,10,1,"decon",-4473.93841086181
"1712",12,10,1,"flip",-4448.730403583
"1713",12,16,2,"construct",-3730.08421706992
"1714",12,16,2,"combine",-8010.13169094266
"1715",12,16,2,"decon",-4957.94922502833
"1716",12,16,2,"flip",-4257.94193751163
"1717",12,16,1,"construct",-3919.25815425189
"1718",12,16,1,"combine",-8062.96784409172
"1719",12,16,1,"decon",-4483.83263038225
"1720",12,16,1,"flip",-4467.75160978873
"1721",12,32,2,"construct",-3858.36775661572
"1722",12,32,2,"combine",-7605.01945800949
"1723",12,32,2,"decon",-4978.29618650789
"1724",12,32,2,"flip",-4047.18093900162
"1725",12,32,1,"construct",-3936.18625452535
"1726",12,32,1,"combine",-8280.43242990476
"1727",12,32,1,"decon",-4499.43699765076
"1728",12,32,1,"flip",-4380.68470523967
"1729",12,64,2,"construct",-3805.16255180956
"1730",12,64,2,"combine",-7893.24904726812
"1731",12,64,2,"decon",-4943.08285997938
"1732",12,64,2,"flip",-4112.3155446841
"1733",12,64,1,"construct",-3959.2526891101
"1734",12,64,1,"combine",-8406.20999404403
"1735",12,64,1,"decon",-4516.81566457685
"1736",12,64,1,"flip",-4414.27399063972
"1737",12,128,2,"construct",-3758.39990260503
"1738",12,128,2,"combine",-7853.60064146434
"1739",12,128,2,"decon",-4756.1929035645
"1740",12,128,2,"flip",-4370.96899509805
"1741",12,128,1,"construct",-3952.35151699848
"1742",12,128,1,"combine",-8505.88054314352
"1743",12,128,1,"decon",-4528.53065381978
"1744",12,128,1,"flip",-4445.9901549924
"1745",12,256,2,"construct",-3819.60033803227
"1746",12,256,2,"combine",-7952.66224408249
"1747",12,256,2,"decon",-4963.21335840585
"1748",12,256,2,"flip",-4264.30575517509
