,rule,log_prob
0,"sub(mult(stripe(d),sub(2,sub(2,spot(d)))),spot(d))",-19.473788090195836
1,"add(add(mult(spot(d),stripe(d)),stripe(d)),sub(0,add(3,1)))",-24.03813628166367
2,"mult(spot(d),sub(mult(stripe(d),1),1))",-15.197121971179783
3,"sub(mult(stripe(d),stick(d)),stick(d))",-10.345091707260165
4,"mult(sub(1,sub(2,stripe(d))),spot(d))",-15.197121971179783
5,"mult(1,sub(mult(mult(stick(d),1),stripe(d)),stick(d)))",-19.47378809019584
6,"sub(mult(spot(d),stripe(d)),spot(d))",-10.345091707260165
7,"sub(add(mult(stick(d),stripe(d)),mult(mult(stick(d),0),sub(mult(sub(spot(d),0),3),spot(d)))),stick(d))",-36.86813463871182
8,"sub(mult(stripe(d),stick(d)),spot(d))",-10.345091707260165
9,"mult(sub(mult(1,3),spot(d)),spot(d))",-15.197121971179783
10,"sub(add(stick(d),add(add(mult(stick(d),stripe(d)),sub(0,stick(d))),sub(2,stick(d)))),2)",-32.591468519695766
11,"mult(mult(stick(d),1),sub(stripe(d),1))",-15.197121971179783
12,"mult(stick(d),sub(stripe(d),1))",-10.632773779711947
13,"mult(stick(d),sub(3,sub(spot(d),0)))",-15.197121971179783
14,"sub(mult(spot(d),stripe(d)),stick(d))",-10.345091707260165
15,"sub(mult(stick(d),sub(add(2,2),stick(d))),spot(d))",-19.473788090195836
16,"mult(stick(d),sub(3,stick(d)))",-10.632773779711947
17,"mult(spot(d),sub(stripe(d),1))",-10.632773779711947
18,"sub(mult(mult(1,stick(d)),3),mult(stick(d),stick(d)))",-19.473788090195836
19,"add(spot(d),mult(stick(d),sub(stripe(d),2)))",-14.909439898728001
20,"mult(sub(3,stick(d)),spot(d))",-10.632773779711947
21,"sub(0,sub(mult(spot(d),sub(spot(d),2)),spot(d)))",-19.473788090195836
22,"mult(sub(stripe(d),1),spot(d))",-10.632773779711945
23,"mult(sub(3,mult(1,stick(d))),spot(d))",-15.197121971179783
24,"sub(mult(stripe(d),spot(d)),spot(d))",-10.345091707260165
25,"sub(mult(stick(d),stripe(d)),stick(d))",-10.345091707260165
