,rule,log_prob
0,"mult(stick(d),stripe(d))",-6.068425588244111
1,"mult(stripe(d),stick(d))",-6.068425588244111
2,"mult(stripe(d),add(stick(d),spot(d)))",-10.345091707260165
3,"sub(mult(stick(d),stripe(d)),0)",-10.632773779711947
4,"mult(stick(d),add(stripe(d),spot(d)))",-10.345091707260165
5,"mult(stick(d),sub(stripe(d),0))",-10.632773779711947
6,"add(sub(mult(add(stripe(d),2),0),mult(sub(mult(2,2),spot(d)),mult(add(0,mult(stick(d),sub(stick(d),mult(1,stick(d))))),stick(d)))),mult(mult(1,stripe(d)),stick(d)))",-63.67885964261528
7,"sub(add(mult(stick(d),sub(add(stripe(d),1),2)),stick(d)),spot(d))",-23.750454209211888
8,"mult(stripe(d),mult(sub(stick(d),mult(mult(spot(d),stripe(d)),sub(0,stripe(d)))),1))",-28.02712032822794
9,"sub(mult(add(stripe(d),0),stick(d)),spot(d))",-14.909439898728001
10,"sub(spot(d),mult(add(spot(d),stick(d)),add(add(mult(spot(d),add(1,0)),sub(spot(d),stripe(d))),mult(mult(stripe(d),spot(d)),add(mult(sub(spot(d),add(2,0)),0),0)))))",-63.39117757016351
11,"mult(stick(d),sub(add(3,stripe(d)),3))",-15.197121971179783
12,"sub(sub(add(add(2,add(spot(d),2)),stick(d)),add(3,1)),mult(stick(d),sub(stick(d),3)))",-37.44349878361538
13,"mult(stick(d),sub(add(stripe(d),add(spot(d),0)),mult(sub(spot(d),add(3,sub(1,stripe(d)))),spot(d))))",-36.86813463871183
14,"mult(mult(1,stripe(d)),stick(d))",-10.632773779711945
15,"add(mult(stick(d),spot(d)),mult(stripe(d),stick(d)))",-14.62175782627622
16,"sub(sub(mult(stripe(d),stick(d)),spot(d)),mult(1,mult(3,add(spot(d),0))))",-28.31480240067972
17,"sub(mult(stripe(d),mult(stick(d),1)),spot(d))",-14.909439898728001
18,"mult(stripe(d),mult(1,stick(d)))",-10.632773779711945
19,"mult(add(0,stick(d)),sub(add(stripe(d),sub(stick(d),spot(d))),stick(d)))",-23.46277213676011
20,"add(mult(add(add(stripe(d),sub(stripe(d),add(3,add(1,0)))),stick(d)),stick(d)),add(add(add(mult(sub(sub(1,stripe(d)),add(0,0)),0),0),0),spot(d)))",-64.25422378751884
