,terms,log_prob
63,"[CS,[BB,mulnn,PM(""egg_num_num"")],PM(""num_num"")]",-4.1588830833596715
64,"[CS,[BK,mulnn,PM(""egg_num"")],PM(""num_num"")]",-4.1588830833596715
65,"[CS,[KB,mulnn,PM(""num_num"")],PM(""num_num"")]",-4.1588830833596715
66,"[CS,[KK,mulnn,num],PM(""num_num"")]",-4.1588830833596715
67,"[SB,[B,mulnn,PM(""egg_num"")],PM(""egg_num_num"")]",-3.4657359027997265
68,"[SB,[K,mulnn,num],PM(""egg_num_num"")]",-3.4657359027997265
69,"[SK,[B,mulnn,PM(""egg_num"")],PM(""egg_num"")]",-3.4657359027997265
70,"[SK,[K,mulnn,num],PM(""egg_num"")]",-3.4657359027997265
71,"[SC,[BB,mulnn,PM(""egg_num_num"")],PM(""egg_num"")]",-4.1588830833596715
72,"[SC,[BK,mulnn,PM(""egg_num"")],PM(""egg_num"")]",-4.1588830833596715
73,"[SC,[KB,mulnn,PM(""num_num"")],PM(""egg_num"")]",-4.1588830833596715
74,"[SC,[KK,mulnn,num],PM(""egg_num"")]",-4.1588830833596715
75,"[SS,[BB,mulnn,PM(""egg_num_num"")],PM(""egg_num_num"")]",-4.1588830833596715
76,"[SS,[BK,mulnn,PM(""egg_num"")],PM(""egg_num_num"")]",-4.1588830833596715
77,"[SS,[KB,mulnn,PM(""num_num"")],PM(""egg_num_num"")]",-4.1588830833596715
78,"[SS,[KK,mulnn,num],PM(""egg_num_num"")]",-4.1588830833596715
79,"[BB,[subnn,num],PM(""egg_num_num"")]",-2.772588722239781
80,"[BK,[subnn,num],PM(""egg_num"")]",-2.772588722239781
81,"[BC,[B,subnn,PM(""num_num"")],PM(""egg_num"")]",-3.4657359027997265
82,"[BC,[K,subnn,num],PM(""egg_num"")]",-3.4657359027997265
83,"[BS,[B,subnn,PM(""num_num"")],PM(""egg_num_num"")]",-3.4657359027997265
84,"[BS,[K,subnn,num],PM(""egg_num_num"")]",-3.4657359027997265
85,"[KB,[subnn,num],PM(""num_num"")]",-2.772588722239781
86,"[KK,[subnn,num],num]",-2.772588722239781
87,"[KC,[B,subnn,PM(""num_num"")],num]",-3.4657359027997265
88,"[KC,[K,subnn,num],num]",-3.4657359027997265
89,"[KS,[B,subnn,PM(""num_num"")],PM(""num_num"")]",-3.4657359027997265
90,"[KS,[K,subnn,num],PM(""num_num"")]",-3.4657359027997265
91,"[CB,[B,subnn,PM(""egg_num"")],PM(""num_num"")]",-3.4657359027997265
92,"[CB,[K,subnn,num],PM(""num_num"")]",-3.4657359027997265
93,"[CK,[B,subnn,PM(""egg_num"")],num]",-3.4657359027997265
94,"[CK,[K,subnn,num],num]",-3.4657359027997265
95,"[CC,[BB,subnn,PM(""egg_num_num"")],num]",-4.1588830833596715
96,"[CC,[BK,subnn,PM(""egg_num"")],num]",-4.1588830833596715
97,"[CC,[KB,subnn,PM(""num_num"")],num]",-4.1588830833596715
98,"[CC,[KK,subnn,num],num]",-4.1588830833596715
99,"[CS,[BB,subnn,PM(""egg_num_num"")],PM(""num_num"")]",-4.1588830833596715
100,"[CS,[BK,subnn,PM(""egg_num"")],PM(""num_num"")]",-4.1588830833596715
101,"[CS,[KB,subnn,PM(""num_num"")],PM(""num_num"")]",-4.1588830833596715
102,"[CS,[KK,subnn,num],PM(""num_num"")]",-4.1588830833596715
103,"[SB,[B,subnn,PM(""egg_num"")],PM(""egg_num_num"")]",-3.4657359027997265
104,"[SB,[K,subnn,num],PM(""egg_num_num"")]",-3.4657359027997265
105,"[SK,[B,subnn,PM(""egg_num"")],PM(""egg_num"")]",-3.4657359027997265
106,"[SK,[K,subnn,num],PM(""egg_num"")]",-3.4657359027997265
107,"[SC,[BB,subnn,PM(""egg_num_num"")],PM(""egg_num"")]",-4.1588830833596715
108,"[SC,[BK,subnn,PM(""egg_num"")],PM(""egg_num"")]",-4.1588830833596715
109,"[SC,[KB,subnn,PM(""num_num"")],PM(""egg_num"")]",-4.1588830833596715
110,"[SC,[KK,subnn,num],PM(""egg_num"")]",-4.1588830833596715
111,"[SS,[BB,subnn,PM(""egg_num_num"")],PM(""egg_num_num"")]",-4.1588830833596715
112,"[SS,[BK,subnn,PM(""egg_num"")],PM(""egg_num_num"")]",-4.1588830833596715
113,"[SS,[KB,subnn,PM(""num_num"")],PM(""egg_num_num"")]",-4.1588830833596715
114,"[SS,[KK,subnn,num],PM(""egg_num_num"")]",-4.1588830833596715
115,"[CB,[C,[B,ifElse,PM(""egg_bol"")],num],PM(""num_num"")]",-4.852030263919617
116,"[CB,[S,[B,ifElse,PM(""egg_bol"")],PM(""egg_num"")],PM(""num_num"")]",-4.852030263919617
117,"[CK,[C,[B,ifElse,PM(""egg_bol"")],num],num]",-4.852030263919617
118,"[CK,[S,[B,ifElse,PM(""egg_bol"")],PM(""egg_num"")],num]",-4.852030263919617
119,"[CC,[CB,[B,ifElse,PM(""egg_bol"")],PM(""num_num"")],num]",-6.238324625039508
120,"[CC,[CK,[B,ifElse,PM(""egg_bol"")],num],num]",-6.238324625039508
121,"[CC,[CC,[BK,ifElse,PM(""egg_bol"")],num],num]",-6.931471805599452
122,"[CC,[CS,[BK,ifElse,PM(""egg_bol"")],PM(""num_num"")],num]",-6.931471805599452
123,"[CC,[SB,[B,ifElse,PM(""egg_bol"")],PM(""egg_num_num"")],num]",-6.238324625039508
124,"[CC,[SK,[B,ifElse,PM(""egg_bol"")],PM(""egg_num"")],num]",-6.238324625039508
125,"[CC,[SC,[BK,ifElse,PM(""egg_bol"")],PM(""egg_num"")],num]",-6.931471805599452
126,"[CC,[SS,[BK,ifElse,PM(""egg_bol"")],PM(""egg_num_num"")],num]",-6.931471805599452
127,"[CS,[CB,[B,ifElse,PM(""egg_bol"")],PM(""num_num"")],PM(""num_num"")]",-6.238324625039508
128,"[CS,[CK,[B,ifElse,PM(""egg_bol"")],num],PM(""num_num"")]",-6.238324625039508
129,"[CS,[CC,[BK,ifElse,PM(""egg_bol"")],num],PM(""num_num"")]",-6.931471805599452
130,"[CS,[CS,[BK,ifElse,PM(""egg_bol"")],PM(""num_num"")],PM(""num_num"")]",-6.931471805599452
131,"[CS,[SB,[B,ifElse,PM(""egg_bol"")],PM(""egg_num_num"")],PM(""num_num"")]",-6.238324625039508
132,"[CS,[SK,[B,ifElse,PM(""egg_bol"")],PM(""egg_num"")],PM(""num_num"")]",-6.238324625039508
133,"[CS,[SC,[BK,ifElse,PM(""egg_bol"")],PM(""egg_num"")],PM(""num_num"")]",-6.931471805599452
134,"[CS,[SS,[BK,ifElse,PM(""egg_bol"")],PM(""egg_num_num"")],PM(""num_num"")]",-6.931471805599452
135,"[SB,[C,[B,ifElse,PM(""egg_bol"")],num],PM(""egg_num_num"")]",-4.852030263919617
136,"[SB,[S,[B,ifElse,PM(""egg_bol"")],PM(""egg_num"")],PM(""egg_num_num"")]",-4.852030263919617
137,"[SK,[C,[B,ifElse,PM(""egg_bol"")],num],PM(""egg_num"")]",-4.852030263919617
138,"[SK,[S,[B,ifElse,PM(""egg_bol"")],PM(""egg_num"")],PM(""egg_num"")]",-4.852030263919617
139,"[SC,[CB,[B,ifElse,PM(""egg_bol"")],PM(""num_num"")],PM(""egg_num"")]",-6.238324625039508
140,"[SC,[CK,[B,ifElse,PM(""egg_bol"")],num],PM(""egg_num"")]",-6.238324625039508
141,"[SC,[CC,[BK,ifElse,PM(""egg_bol"")],num],PM(""egg_num"")]",-6.931471805599452
142,"[SC,[CS,[BK,ifElse,PM(""egg_bol"")],PM(""num_num"")],PM(""egg_num"")]",-6.931471805599452
143,"[SC,[SB,[B,ifElse,PM(""egg_bol"")],PM(""egg_num_num"")],PM(""egg_num"")]",-6.238324625039508
144,"[SC,[SK,[B,ifElse,PM(""egg_bol"")],PM(""egg_num"")],PM(""egg_num"")]",-6.238324625039508
145,"[SC,[SC,[BK,ifElse,PM(""egg_bol"")],PM(""egg_num"")],PM(""egg_num"")]",-6.931471805599452
146,"[SC,[SS,[BK,ifElse,PM(""egg_bol"")],PM(""egg_num_num"")],PM(""egg_num"")]",-6.931471805599452
147,"[SS,[CB,[B,ifElse,PM(""egg_bol"")],PM(""num_num"")],PM(""egg_num_num"")]",-6.238324625039508
148,"[SS,[CK,[B,ifElse,PM(""egg_bol"")],num],PM(""egg_num_num"")]",-6.238324625039508
149,"[SS,[CC,[BK,ifElse,PM(""egg_bol"")],num],PM(""egg_num_num"")]",-6.931471805599452
150,"[SS,[CS,[BK,ifElse,PM(""egg_bol"")],PM(""num_num"")],PM(""egg_num_num"")]",-6.931471805599452
151,"[SS,[SB,[B,ifElse,PM(""egg_bol"")],PM(""egg_num_num"")],PM(""egg_num_num"")]",-6.238324625039508
152,"[SS,[SK,[B,ifElse,PM(""egg_bol"")],PM(""egg_num"")],PM(""egg_num_num"")]",-6.238324625039508
153,"[SS,[SC,[BK,ifElse,PM(""egg_bol"")],PM(""egg_num"")],PM(""egg_num_num"")]",-6.931471805599452
154,"[SS,[SS,[BK,ifElse,PM(""egg_bol"")],PM(""egg_num_num"")],PM(""egg_num_num"")]",-6.931471805599452
