,terms,log_prob
121,"[KB,I,[S,[B,setLength,PM(""obj_obj"")],PM(""obj_num"")]]",-3.465735902799726
122,"[KB,I,[S,[K,setLength,obj],PM(""obj_num"")]]",-3.465735902799726
123,"[KB,I,[B,[setShape,obj],PM(""obj_shape"")]]",-2.772588722239781
124,"[KB,I,[K,[setShape,obj],shape]]",-2.772588722239781
125,"[KB,I,[C,[B,setShape,PM(""obj_obj"")],shape]]",-3.465735902799726
126,"[KB,I,[C,[K,setShape,obj],shape]]",-3.465735902799726
127,"[KB,I,[S,[B,setShape,PM(""obj_obj"")],PM(""obj_shape"")]]",-3.465735902799726
128,"[KB,I,[S,[K,setShape,obj],PM(""obj_shape"")]]",-3.465735902799726
129,"[KK,I,obj]",-1.3862943611198906
130,"[BB,[setEdge,obj],[BK,[addnn,num],PM(""obj_num"")]]",-5.545177444479562
131,"[BB,[setEdge,obj],[BC,[B,addnn,PM(""obj_num"")],PM(""obj_num"")]]",-6.238324625039508
132,"[BB,[setEdge,obj],[BC,[K,addnn,num],PM(""obj_num"")]]",-6.238324625039508
133,"[BB,[setEdge,obj],[KB,[addnn,num],PM(""obj_num"")]]",-5.545177444479562
134,"[BB,[setEdge,obj],[KK,[addnn,num],num]]",-5.545177444479562
135,"[BB,[setEdge,obj],[KC,[B,addnn,PM(""obj_num"")],num]]",-6.238324625039508
136,"[BB,[setEdge,obj],[KC,[K,addnn,num],num]]",-6.238324625039508
137,"[BB,[setEdge,obj],[KS,[B,addnn,PM(""obj_num"")],PM(""obj_num"")]]",-6.238324625039508
138,"[BB,[setEdge,obj],[KS,[K,addnn,num],PM(""obj_num"")]]",-6.238324625039508
139,"[BB,[setEdge,obj],[CB,[B,addnn,PM(""obj_num"")],PM(""obj_num"")]]",-6.238324625039508
140,"[BB,[setEdge,obj],[CB,[K,addnn,num],PM(""obj_num"")]]",-6.238324625039508
141,"[BB,[setEdge,obj],[CK,[B,addnn,PM(""obj_num"")],num]]",-6.238324625039508
142,"[BB,[setEdge,obj],[CK,[K,addnn,num],num]]",-6.238324625039508
143,"[BB,[setEdge,obj],[CC,[BK,addnn,PM(""obj_num"")],num]]",-6.931471805599452
144,"[BB,[setEdge,obj],[CC,[KB,addnn,PM(""obj_num"")],num]]",-6.931471805599452
145,"[BB,[setEdge,obj],[CC,[KK,addnn,num],num]]",-6.931471805599452
146,"[BB,[setEdge,obj],[CS,[BK,addnn,PM(""obj_num"")],PM(""obj_num"")]]",-6.931471805599452
147,"[BB,[setEdge,obj],[CS,[KB,addnn,PM(""obj_num"")],PM(""obj_num"")]]",-6.931471805599452
148,"[BB,[setEdge,obj],[CS,[KK,addnn,num],PM(""obj_num"")]]",-6.931471805599452
149,"[BB,[setEdge,obj],[SK,[B,addnn,PM(""obj_num"")],PM(""obj_num"")]]",-6.238324625039508
150,"[BB,[setEdge,obj],[SK,[K,addnn,num],PM(""obj_num"")]]",-6.238324625039508
151,"[BB,[setEdge,obj],[SC,[BK,addnn,PM(""obj_num"")],PM(""obj_num"")]]",-6.931471805599452
152,"[BB,[setEdge,obj],[SC,[KB,addnn,PM(""obj_num"")],PM(""obj_num"")]]",-6.931471805599452
153,"[BB,[setEdge,obj],[SC,[KK,addnn,num],PM(""obj_num"")]]",-6.931471805599452
154,"[BB,[setEdge,obj],[BB,getEdge,PM(""obj_obj_obj"")]]",-4.1588830833596715
155,"[BB,[setEdge,obj],[BK,getEdge,PM(""obj_obj"")]]",-4.1588830833596715
156,"[BB,[setEdge,obj],[KB,getEdge,PM(""obj_obj"")]]",-4.1588830833596715
157,"[BB,[setEdge,obj],[KK,getEdge,obj]]",-4.1588830833596715
158,"[BB,[setEdge,obj],[BB,getLength,PM(""obj_obj_obj"")]]",-4.1588830833596715
159,"[BB,[setEdge,obj],[BK,getLength,PM(""obj_obj"")]]",-4.1588830833596715
160,"[BB,[setEdge,obj],[KB,getLength,PM(""obj_obj"")]]",-4.1588830833596715
161,"[BB,[setEdge,obj],[KK,getLength,obj]]",-4.1588830833596715
162,"[BB,[setEdge,obj],[BK,[mulnn,num],PM(""obj_num"")]]",-5.545177444479562
163,"[BB,[setEdge,obj],[BC,[B,mulnn,PM(""obj_num"")],PM(""obj_num"")]]",-6.238324625039508
164,"[BB,[setEdge,obj],[BC,[K,mulnn,num],PM(""obj_num"")]]",-6.238324625039508
165,"[BB,[setEdge,obj],[KB,[mulnn,num],PM(""obj_num"")]]",-5.545177444479562
166,"[BB,[setEdge,obj],[KK,[mulnn,num],num]]",-5.545177444479562
167,"[BB,[setEdge,obj],[KC,[B,mulnn,PM(""obj_num"")],num]]",-6.238324625039508
168,"[BB,[setEdge,obj],[KC,[K,mulnn,num],num]]",-6.238324625039508
169,"[BB,[setEdge,obj],[KS,[B,mulnn,PM(""obj_num"")],PM(""obj_num"")]]",-6.238324625039508
170,"[BB,[setEdge,obj],[KS,[K,mulnn,num],PM(""obj_num"")]]",-6.238324625039508
171,"[BB,[setEdge,obj],[CB,[B,mulnn,PM(""obj_num"")],PM(""obj_num"")]]",-6.238324625039508
172,"[BB,[setEdge,obj],[CB,[K,mulnn,num],PM(""obj_num"")]]",-6.238324625039508
173,"[BB,[setEdge,obj],[CK,[B,mulnn,PM(""obj_num"")],num]]",-6.238324625039508
174,"[BB,[setEdge,obj],[CK,[K,mulnn,num],num]]",-6.238324625039508
175,"[BB,[setEdge,obj],[CC,[BK,mulnn,PM(""obj_num"")],num]]",-6.931471805599452
176,"[BB,[setEdge,obj],[CC,[KB,mulnn,PM(""obj_num"")],num]]",-6.931471805599452
177,"[BB,[setEdge,obj],[CC,[KK,mulnn,num],num]]",-6.931471805599452
178,"[BB,[setEdge,obj],[CS,[BK,mulnn,PM(""obj_num"")],PM(""obj_num"")]]",-6.931471805599452
179,"[BB,[setEdge,obj],[CS,[KB,mulnn,PM(""obj_num"")],PM(""obj_num"")]]",-6.931471805599452
180,"[BB,[setEdge,obj],[CS,[KK,mulnn,num],PM(""obj_num"")]]",-6.931471805599452
181,"[BB,[setEdge,obj],[SK,[B,mulnn,PM(""obj_num"")],PM(""obj_num"")]]",-6.238324625039508
182,"[BB,[setEdge,obj],[SK,[K,mulnn,num],PM(""obj_num"")]]",-6.238324625039508
183,"[BB,[setEdge,obj],[SC,[BK,mulnn,PM(""obj_num"")],PM(""obj_num"")]]",-6.931471805599452
184,"[BB,[setEdge,obj],[SC,[KB,mulnn,PM(""obj_num"")],PM(""obj_num"")]]",-6.931471805599452
185,"[BB,[setEdge,obj],[SC,[KK,mulnn,num],PM(""obj_num"")]]",-6.931471805599452
186,"[BK,[setEdge,obj],PM(""obj_num"")]",-2.772588722239781
187,"[BK,[setEdge,obj],[B,[addnn,num],PM(""obj_num"")]]",-4.1588830833596715
188,"[BK,[setEdge,obj],[K,[addnn,num],num]]",-4.1588830833596715
189,"[BK,[setEdge,obj],[C,[B,addnn,PM(""obj_num"")],num]]",-4.852030263919617
190,"[BK,[setEdge,obj],[C,[K,addnn,num],num]]",-4.852030263919617
191,"[BK,[setEdge,obj],[S,[B,addnn,PM(""obj_num"")],PM(""obj_num"")]]",-4.852030263919617
192,"[BK,[setEdge,obj],[S,[K,addnn,num],PM(""obj_num"")]]",-4.852030263919617
193,"[BK,[setEdge,obj],[B,getEdge,PM(""obj_obj"")]]",-3.4657359027997265
194,"[BK,[setEdge,obj],[K,getEdge,obj]]",-3.4657359027997265
195,"[BK,[setEdge,obj],[B,getLength,PM(""obj_obj"")]]",-3.4657359027997265
196,"[BK,[setEdge,obj],[K,getLength,obj]]",-3.4657359027997265
197,"[BK,[setEdge,obj],[B,[mulnn,num],PM(""obj_num"")]]",-4.1588830833596715
198,"[BK,[setEdge,obj],[K,[mulnn,num],num]]",-4.1588830833596715
199,"[BK,[setEdge,obj],[C,[B,mulnn,PM(""obj_num"")],num]]",-4.852030263919617
200,"[BK,[setEdge,obj],[C,[K,mulnn,num],num]]",-4.852030263919617
201,"[BK,[setEdge,obj],[S,[B,mulnn,PM(""obj_num"")],PM(""obj_num"")]]",-4.852030263919617
202,"[BK,[setEdge,obj],[S,[K,mulnn,num],PM(""obj_num"")]]",-4.852030263919617
203,"[BC,[B,setEdge,PM(""obj_obj"")],PM(""obj_num"")]",-3.4657359027997265
204,"[BC,[B,setEdge,PM(""obj_obj"")],[B,[addnn,num],PM(""obj_num"")]]",-4.852030263919617
205,"[BC,[B,setEdge,PM(""obj_obj"")],[K,[addnn,num],num]]",-4.852030263919617
206,"[BC,[B,setEdge,PM(""obj_obj"")],[C,[B,addnn,PM(""obj_num"")],num]]",-5.545177444479562
207,"[BC,[B,setEdge,PM(""obj_obj"")],[C,[K,addnn,num],num]]",-5.545177444479562
208,"[BC,[B,setEdge,PM(""obj_obj"")],[S,[B,addnn,PM(""obj_num"")],PM(""obj_num"")]]",-5.545177444479562
209,"[BC,[B,setEdge,PM(""obj_obj"")],[S,[K,addnn,num],PM(""obj_num"")]]",-5.545177444479562
210,"[BC,[B,setEdge,PM(""obj_obj"")],[B,getEdge,PM(""obj_obj"")]]",-4.1588830833596715
211,"[BC,[B,setEdge,PM(""obj_obj"")],[K,getEdge,obj]]",-4.1588830833596715
212,"[BC,[B,setEdge,PM(""obj_obj"")],[B,getLength,PM(""obj_obj"")]]",-4.1588830833596715
213,"[BC,[B,setEdge,PM(""obj_obj"")],[K,getLength,obj]]",-4.1588830833596715
214,"[BC,[B,setEdge,PM(""obj_obj"")],[B,[mulnn,num],PM(""obj_num"")]]",-4.852030263919617
215,"[BC,[B,setEdge,PM(""obj_obj"")],[K,[mulnn,num],num]]",-4.852030263919617
216,"[BC,[B,setEdge,PM(""obj_obj"")],[C,[B,mulnn,PM(""obj_num"")],num]]",-5.545177444479562
217,"[BC,[B,setEdge,PM(""obj_obj"")],[C,[K,mulnn,num],num]]",-5.545177444479562
218,"[BC,[B,setEdge,PM(""obj_obj"")],[S,[B,mulnn,PM(""obj_num"")],PM(""obj_num"")]]",-5.545177444479562
219,"[BC,[B,setEdge,PM(""obj_obj"")],[S,[K,mulnn,num],PM(""obj_num"")]]",-5.545177444479562
220,"[BC,[B,setEdge,[B,I,PM(""obj_obj"")]],PM(""obj_num"")]",-4.1588830833596715
221,"[BC,[B,setEdge,[B,I,PM(""obj_obj"")]],[B,[addnn,num],PM(""obj_num"")]]",-5.545177444479562
222,"[BC,[B,setEdge,[B,I,PM(""obj_obj"")]],[K,[addnn,num],num]]",-5.545177444479562
223,"[BC,[B,setEdge,[B,I,PM(""obj_obj"")]],[C,[B,addnn,PM(""obj_num"")],num]]",-6.238324625039507
224,"[BC,[B,setEdge,[B,I,PM(""obj_obj"")]],[C,[K,addnn,num],num]]",-6.238324625039507
225,"[BC,[B,setEdge,[B,I,PM(""obj_obj"")]],[S,[B,addnn,PM(""obj_num"")],PM(""obj_num"")]]",-6.238324625039507
226,"[BC,[B,setEdge,[B,I,PM(""obj_obj"")]],[S,[K,addnn,num],PM(""obj_num"")]]",-6.238324625039507
227,"[BC,[B,setEdge,[B,I,PM(""obj_obj"")]],[B,getEdge,PM(""obj_obj"")]]",-4.852030263919617
228,"[BC,[B,setEdge,[B,I,PM(""obj_obj"")]],[K,getEdge,obj]]",-4.852030263919617
229,"[BC,[B,setEdge,[B,I,PM(""obj_obj"")]],[B,getLength,PM(""obj_obj"")]]",-4.852030263919617
230,"[BC,[B,setEdge,[B,I,PM(""obj_obj"")]],[K,getLength,obj]]",-4.852030263919617
231,"[BC,[B,setEdge,[B,I,PM(""obj_obj"")]],[B,[mulnn,num],PM(""obj_num"")]]",-5.545177444479562
232,"[BC,[B,setEdge,[B,I,PM(""obj_obj"")]],[K,[mulnn,num],num]]",-5.545177444479562
233,"[BC,[B,setEdge,[B,I,PM(""obj_obj"")]],[C,[B,mulnn,PM(""obj_num"")],num]]",-6.238324625039507
234,"[BC,[B,setEdge,[B,I,PM(""obj_obj"")]],[C,[K,mulnn,num],num]]",-6.238324625039507
235,"[BC,[B,setEdge,[B,I,PM(""obj_obj"")]],[S,[B,mulnn,PM(""obj_num"")],PM(""obj_num"")]]",-6.238324625039507
236,"[BC,[B,setEdge,[B,I,PM(""obj_obj"")]],[S,[K,mulnn,num],PM(""obj_num"")]]",-6.238324625039507
237,"[BC,[B,setEdge,[K,I,obj]],PM(""obj_num"")]",-4.1588830833596715
238,"[BC,[B,setEdge,[K,I,obj]],[B,[addnn,num],PM(""obj_num"")]]",-5.545177444479562
239,"[BC,[B,setEdge,[K,I,obj]],[K,[addnn,num],num]]",-5.545177444479562
240,"[BC,[B,setEdge,[K,I,obj]],[C,[B,addnn,PM(""obj_num"")],num]]",-6.238324625039507
241,"[BC,[B,setEdge,[K,I,obj]],[C,[K,addnn,num],num]]",-6.238324625039507
242,"[BC,[B,setEdge,[K,I,obj]],[S,[B,addnn,PM(""obj_num"")],PM(""obj_num"")]]",-6.238324625039507
243,"[BC,[B,setEdge,[K,I,obj]],[S,[K,addnn,num],PM(""obj_num"")]]",-6.238324625039507
244,"[BC,[B,setEdge,[K,I,obj]],[B,getEdge,PM(""obj_obj"")]]",-4.852030263919617
245,"[BC,[B,setEdge,[K,I,obj]],[K,getEdge,obj]]",-4.852030263919617
246,"[BC,[B,setEdge,[K,I,obj]],[B,getLength,PM(""obj_obj"")]]",-4.852030263919617
247,"[BC,[B,setEdge,[K,I,obj]],[K,getLength,obj]]",-4.852030263919617
248,"[BC,[B,setEdge,[K,I,obj]],[B,[mulnn,num],PM(""obj_num"")]]",-5.545177444479562
249,"[BC,[B,setEdge,[K,I,obj]],[K,[mulnn,num],num]]",-5.545177444479562
250,"[BC,[B,setEdge,[K,I,obj]],[C,[B,mulnn,PM(""obj_num"")],num]]",-6.238324625039507
251,"[BC,[B,setEdge,[K,I,obj]],[C,[K,mulnn,num],num]]",-6.238324625039507
252,"[BC,[B,setEdge,[K,I,obj]],[S,[B,mulnn,PM(""obj_num"")],PM(""obj_num"")]]",-6.238324625039507
253,"[BC,[B,setEdge,[K,I,obj]],[S,[K,mulnn,num],PM(""obj_num"")]]",-6.238324625039507
254,"[BC,[B,setEdge,[B,[setEdge,obj],PM(""obj_num"")]],PM(""obj_num"")]",-4.852030263919617
255,"[BC,[B,setEdge,[B,[setEdge,obj],PM(""obj_num"")]],[B,[addnn,num],PM(""obj_num"")]]",-6.238324625039507
256,"[BC,[B,setEdge,[B,[setEdge,obj],PM(""obj_num"")]],[K,[addnn,num],num]]",-6.238324625039507
257,"[BC,[B,setEdge,[B,[setEdge,obj],PM(""obj_num"")]],[C,[B,addnn,PM(""obj_num"")],num]]",-6.931471805599452
258,"[BC,[B,setEdge,[B,[setEdge,obj],PM(""obj_num"")]],[C,[K,addnn,num],num]]",-6.931471805599452
259,"[BC,[B,setEdge,[B,[setEdge,obj],PM(""obj_num"")]],[S,[B,addnn,PM(""obj_num"")],PM(""obj_num"")]]",-6.931471805599452
260,"[BC,[B,setEdge,[B,[setEdge,obj],PM(""obj_num"")]],[S,[K,addnn,num],PM(""obj_num"")]]",-6.931471805599452
261,"[BC,[B,setEdge,[B,[setEdge,obj],PM(""obj_num"")]],[B,getEdge,PM(""obj_obj"")]]",-5.545177444479562
262,"[BC,[B,setEdge,[B,[setEdge,obj],PM(""obj_num"")]],[K,getEdge,obj]]",-5.545177444479562
