,rule,log_prob
0,"mult(stick(d),stripe(d))",-6.068425588244111
1,"mult(stripe(d),add(0,stick(d)))",-10.632773779711947
2,"mult(stripe(d),add(stick(d),mult(sub(2,2),add(stripe(d),0))))",-24.038136281663668
3,"mult(stick(d),add(stripe(d),mult(mult(spot(d),mult(mult(sub(sub(1,2),0),sub(stripe(d),1)),stick(d))),sub(spot(d),stripe(d)))))",-45.709148949195715
4,"mult(stripe(d),stick(d))",-6.068425588244111
5,"mult(add(stick(d),0),stripe(d))",-10.632773779711947
6,"mult(add(0,mult(1,stick(d))),stripe(d))",-15.197121971179783
7,"mult(stick(d),sub(stripe(d),mult(add(1,2),0)))",-19.761470162647615
8,"mult(stripe(d),sub(sub(stick(d),spot(d)),0))",-14.909439898728001
9,"sub(mult(stick(d),stripe(d)),spot(d))",-10.345091707260165
10,"mult(sub(sub(stick(d),stick(d)),stick(d)),sub(0,stripe(d)))",-19.186106017744056
11,"add(0,mult(stick(d),stripe(d)))",-10.632773779711947
12,"mult(stripe(d),sub(stick(d),sub(0,spot(d))))",-14.909439898728001
13,"sub(mult(sub(sub(stick(d),3),sub(stick(d),add(mult(3,1),stripe(d)))),stick(d)),0)",-32.87915059214755
14,"add(spot(d),mult(stripe(d),add(spot(d),stick(d))))",-14.62175782627622
15,"mult(mult(stripe(d),1),add(spot(d),stick(d)))",-14.909439898728001
16,"sub(mult(stick(d),stripe(d)),0)",-10.632773779711947
17,"add(mult(stick(d),stripe(d)),spot(d))",-10.345091707260165
18,"mult(mult(sub(stick(d),mult(add(sub(spot(d),2),sub(2,spot(d))),stripe(d))),stripe(d)),1)",-32.591468519695766
19,"sub(sub(mult(stripe(d),stick(d)),0),spot(d))",-14.909439898728001
20,"mult(mult(stripe(d),1),stick(d))",-10.632773779711947
21,"add(0,add(mult(spot(d),stripe(d)),mult(add(spot(d),sub(mult(2,stripe(d)),stripe(d))),stick(d))))",-32.30378644724399
