,rule,log_prob
0,"mult(stick(d),add(sub(spot(d),1),0))",-15.197121971179783
1,"mult(sub(spot(d),1),stick(d))",-10.632773779711947
2,"mult(stripe(d),add(sub(2,3),spot(d)))",-15.197121971179783
3,"sub(mult(spot(d),stripe(d)),stripe(d))",-10.345091707260165
4,"mult(stick(d),sub(3,stick(d)))",-10.632773779711947
5,"mult(stick(d),sub(3,stripe(d)))",-10.632773779711947
6,"mult(sub(stripe(d),add(stripe(d),stick(d))),sub(stick(d),3))",-19.186106017744056
7,"mult(sub(add(0,mult(1,1)),add(sub(sub(add(0,3),spot(d)),2),1)),stick(d))",-38.01886292851895
8,"sub(stripe(d),add(sub(stick(d),mult(spot(d),stick(d))),stick(d)))",-18.898423945292276
9,"add(mult(sub(3,stripe(d)),stripe(d)),0)",-15.197121971179783
10,"mult(sub(3,stripe(d)),stripe(d))",-10.632773779711947
11,"sub(mult(spot(d),stick(d)),sub(stick(d),mult(mult(mult(stick(d),stripe(d)),0),mult(0,spot(d)))))",-32.303786447243986
12,"sub(mult(stripe(d),spot(d)),stick(d))",-10.345091707260165
13,"add(mult(stick(d),sub(spot(d),2)),stick(d))",-14.909439898728001
14,"sub(mult(spot(d),mult(stripe(d),sub(2,mult(1,1)))),mult(1,stripe(d)))",-28.6024844731315
15,"sub(mult(spot(d),stripe(d)),stick(d))",-10.345091707260165
16,"sub(mult(stripe(d),spot(d)),stripe(d))",-10.345091707260165
17,"mult(sub(add(sub(3,0),0),stripe(d)),stripe(d))",-19.761470162647615
18,"sub(mult(stick(d),spot(d)),stick(d))",-10.345091707260165
19,"mult(add(sub(spot(d),1),0),stick(d))",-15.197121971179783
20,"sub(add(spot(d),mult(stick(d),spot(d))),add(spot(d),stick(d)))",-18.898423945292276
21,"add(sub(mult(0,spot(d)),stripe(d)),mult(spot(d),stripe(d)))",-19.186106017744056
22,"mult(sub(1,sub(sub(stripe(d),2),0)),stick(d))",-19.76147016264762
23,"sub(0,mult(stick(d),sub(1,spot(d))))",-15.197121971179783
24,"add(sub(sub(mult(stick(d),sub(add(stripe(d),add(spot(d),mult(0,0))),stripe(d))),stripe(d)),stripe(d)),add(sub(stick(d),stripe(d)),stripe(d)))",-45.13378480429216
25,"sub(mult(spot(d),stick(d)),stripe(d))",-10.345091707260165
26,"sub(add(2,1),sub(add(sub(add(stripe(d),0),sub(2,sub(mult(1,add(spot(d),stripe(d))),2))),3),mult(spot(d),stripe(d))))",-50.84886128556712
27,"mult(sub(spot(d),1),stripe(d))",-10.632773779711947
28,"add(mult(stripe(d),spot(d)),sub(mult(1,0),stripe(d)))",-19.473788090195836
29,"mult(stripe(d),sub(3,add(sub(1,1),stick(d))))",-19.76147016264762
30,"sub(add(mult(1,stick(d)),sub(add(stripe(d),stripe(d)),mult(sub(stick(d),sub(stripe(d),stripe(d))),stick(d)))),0)",-36.58045256626004
31,"sub(sub(mult(add(stick(d),0),spot(d)),sub(0,0)),stick(d))",-24.038136281663668
32,"mult(stripe(d),sub(3,stripe(d)))",-10.632773779711945
33,"add(mult(stick(d),add(sub(2,add(stick(d),1)),1)),stripe(d))",-24.038136281663665
34,"sub(0,sub(add(stripe(d),0),mult(stripe(d),spot(d))))",-19.47378809019584
35,"sub(mult(sub(sub(add(stick(d),spot(d)),stick(d)),mult(sub(stick(d),stick(d)),stripe(d))),stick(d)),stripe(d))",-31.728422302340434
36,"add(sub(sub(mult(2,stripe(d)),sub(add(stripe(d),stripe(d)),mult(stripe(d),spot(d)))),stripe(d)),0)",-32.30378644724399
37,"mult(1,sub(mult(spot(d),stick(d)),stick(d)))",-14.909439898728001
38,"sub(mult(stick(d),spot(d)),stripe(d))",-10.345091707260165
39,"sub(0,sub(stick(d),mult(stick(d),spot(d))))",-14.909439898728001
40,"mult(stripe(d),sub(mult(3,1),stick(d)))",-15.197121971179783
41,"mult(add(0,sub(add(0,3),stripe(d))),stick(d))",-19.76147016264762
42,"mult(sub(add(mult(0,3),3),stripe(d)),stick(d))",-19.76147016264762
