,rule,log_prob
0,"sub(add(mult(stick(d),sub(add(stripe(d),1),2)),stick(d)),spot(d))",-23.750454209211888
1,"sub(mult(add(stripe(d),0),stick(d)),spot(d))",-14.909439898728001
2,"sub(mult(stripe(d),mult(stick(d),1)),spot(d))",-14.909439898728001
3,"sub(mult(stick(d),stripe(d)),spot(d))",-10.345091707260165
4,"mult(stripe(d),sub(stick(d),spot(d)))",-10.345091707260165
5,"mult(sub(stick(d),spot(d)),stripe(d))",-10.345091707260165
6,"sub(mult(stripe(d),stick(d)),spot(d))",-10.345091707260165
7,"add(0,sub(mult(stick(d),stripe(d)),mult(1,spot(d))))",-19.473788090195836
8,"sub(mult(stripe(d),stick(d)),mult(spot(d),1))",-14.909439898728001
9,"mult(sub(1,add(stripe(d),sub(spot(d),3))),mult(1,stripe(d)))",-24.03813628166367
10,"add(mult(stripe(d),sub(stick(d),spot(d))),mult(0,mult(1,spot(d))))",-23.750454209211888
11,"sub(sub(mult(mult(mult(stick(d),1),1),stripe(d)),0),spot(d))",-24.038136281663668
12,"add(mult(stripe(d),sub(sub(stick(d),sub(spot(d),stripe(d))),stripe(d))),0)",-23.46277213676011
13,"sub(sub(mult(sub(1,add(sub(spot(d),add(3,add(spot(d),1))),stripe(d))),stripe(d)),mult(spot(d),1)),stripe(d))",-41.432482830179666
14,"mult(mult(sub(stick(d),spot(d)),stripe(d)),sub(1,sub(stick(d),stick(d))))",-23.46277213676011
