,rule,log_prob
0,"mult(sub(stripe(d),stick(d)),sub(0,spot(d)))",-14.909439898728001
1,"sub(mult(spot(d),stick(d)),stripe(d))",-10.345091707260165
2,"mult(spot(d),sub(add(sub(stick(d),3),3),stripe(d)))",-19.47378809019584
3,"mult(spot(d),sub(stick(d),stripe(d)))",-10.345091707260165
4,"sub(mult(sub(sub(add(stick(d),spot(d)),stick(d)),mult(sub(stick(d),stick(d)),stripe(d))),stick(d)),stripe(d))",-31.728422302340434
5,"sub(mult(stick(d),spot(d)),stripe(d))",-10.345091707260165
6,"mult(spot(d),add(mult(mult(add(spot(d),sub(1,stick(d))),stripe(d)),1),stick(d)))",-28.02712032822794
7,"add(sub(0,stripe(d)),mult(stick(d),spot(d)))",-14.909439898728001
8,"add(sub(0,2),sub(2,sub(mult(spot(d),sub(stripe(d),stick(d))),add(0,0))))",-33.16683266459933
9,"mult(sub(stick(d),stripe(d)),spot(d))",-10.345091707260165
10,"sub(sub(mult(spot(d),stick(d)),stripe(d)),0)",-14.909439898728001
11,"sub(mult(stick(d),spot(d)),mult(1,stripe(d)))",-14.909439898728001
12,"mult(spot(d),add(sub(add(stripe(d),0),add(stripe(d),stripe(d))),stick(d)))",-23.462772136760105
13,"sub(mult(1,mult(spot(d),stick(d))),stripe(d))",-14.909439898728001
