"","model","exp_id","condition","phase","trial","params","LL"
"143","PCFG",4,"combine","B",7,3.06704430993905,-1694.31220779408
"144","PCFG",4,"combine","B",8,2.75991873848725,-1715.27064183325
"145","PCFG",4,"flip","A",1,3.50708471623753,-1644.40591636176
"146","PCFG",4,"flip","A",2,3.66343698459658,-1568.18383521062
"147","PCFG",4,"flip","A",3,3.60443178522189,-1608.4045979664
"148","PCFG",4,"flip","A",4,3.67509301843884,-1597.36990766287
"149","PCFG",4,"flip","A",5,3.66863135187363,-1587.98425582297
"150","PCFG",4,"flip","A",6,3.68763995412219,-1593.43262581299
"151","PCFG",4,"flip","A",7,3.62403183636527,-1607.65003731032
"152","PCFG",4,"flip","A",8,3.69732396204662,-1590.32149299708
"153","PCFG",4,"flip","B",1,2.81571988771225,-1924.37587272333
"154","PCFG",4,"flip","B",2,2.46772464886552,-1982.57591804995
"155","PCFG",4,"flip","B",3,2.42876999953462,-1961.09762551032
"156","PCFG",4,"flip","B",4,2.53913846699335,-1941.06932027871
"157","PCFG",4,"flip","B",5,2.46312504265218,-1955.04569747022
"158","PCFG",4,"flip","B",6,2.45671738721701,-1956.18690878752
"159","PCFG",4,"flip","B",7,2.66305079829876,-1951.7764980961
"160","PCFG",4,"flip","B",8,2.5316578947127,-1942.48079430477
