condition,phase,trial,prediction,n,raw_ag,fitted_ag,raw_agr,fitted_agr,raw_rr,fitted_rr,raw_sim,fitted_sim,raw_gp,fitted_gp,raw_mm,fitted_mm,raw_lm,fitted_lm,rand
construct,B,6,6,8,0,0.037102480216626835,4.352810123839118e-5,0.03245881709061524,0,0.03449204443032853,0,0.03703800888293978,1.7491928053759708e-4,0.03178111970400688,0,0.050231372162427256,0,0.05093634562786692,0.058823529411764705
construct,B,6,7,2,0,0.037102480216626835,0,0.03243929334373791,0,0.03449204443032853,0,0.03703800888293978,1.0595916731835152e-5,0.03170535150219187,0,0.050231372162427256,0,0.05093634562786692,0.058823529411764705
construct,B,6,8,0,0,0.037102480216626835,0,0.03243929334373791,0,0.03449204443032853,0,0.03703800888293978,4.1716985346796645e-7,0.03170065816260922,0,0.050231372162427256,0,0.05093634562786692,0.058823529411764705
construct,B,6,9,0,0,0.037102480216626835,0,0.03243929334373791,0,0.03449204443032853,0,0.03703800888293978,1.0674826442740944e-8,0.03170047073097119,0,0.050231372162427256,0,0.05093634562786692,0.058823529411764705
construct,B,6,10,0,0,0.037102480216626835,0,0.03243929334373791,0,0.03449204443032853,0,0.03703800888293978,1.7753429277232567e-10,0.031700465890752906,0,0.050231372162427256,0,0.05093634562786692,0.058823529411764705
construct,B,6,11,0,0,0.037102480216626835,0,0.03243929334373791,0,0.03449204443032853,0,0.03703800888293978,1.9190098851475487e-12,0.03170046580977809,0,0.050231372162427256,0,0.05093634562786692,0.058823529411764705
construct,B,6,12,0,0,0.037102480216626835,0,0.03243929334373791,0,0.03449204443032853,0,0.03703800888293978,1.3481732168385412e-14,0.031700465808899465,0,0.050231372162427256,0,0.05093634562786692,0.058823529411764705
construct,B,6,13,0,0,0.037102480216626835,0,0.03243929334373791,0,0.03449204443032853,0,0.03703800888293978,6.155845397033533e-17,0.031700465808893276,0,0.050231372162427256,0,0.05093634562786692,0.058823529411764705
construct,B,6,14,0,0,0.037102480216626835,0,0.03243929334373791,0,0.03449204443032853,0,0.03703800888293978,1.8268514693183962e-19,0.03170046580889325,0,0.050231372162427256,0,0.05093634562786692,0.058823529411764705
construct,B,6,15,0,0,0.037102480216626835,0,0.03243929334373791,0,0.03449204443032853,0,0.03703800888293978,3.523646230740596e-22,0.03170046580889325,0,0.050231372162427256,0,0.05093634562786692,0.058823529411764705
construct,B,6,16,0,0,0.037102480216626835,0,0.03243929334373791,0,0.03449204443032853,0,0.03703800888293978,4.417279559798453e-25,0.03170046580889325,0,0.050231372162427256,0,0.05093634562786692,0.058823529411764705
construct,B,7,0,1,0.001,0.03747173805294418,0.001217624746252735,0.03298543702244376,0,0.03449204443032853,0.016564256709467606,0.04317264511094993,0.07240995940820326,0.06508812469556388,1.1324886005549624e-31,0.050231372162427256,0,0.05093634562786692,0.058823529411764705
construct,B,7,1,1,0,0.037102480216626835,0,0.03243929334373791,0,0.03449204443032853,0,0.03703800888293978,0.15453482093725715,0.10295524802026607,0,0.050231372162427256,0,0.05093634562786692,0.058823529411764705
construct,B,7,2,0,0,0.037102480216626835,0,0.03243929334373791,0,0.03449204443032853,0.2347365252468369,0.12397358450664972,0.23029854718481566,0.13788930223891827,6.423980007341735e-26,0.050231372162427256,0,0.05093634562786692,0.058823529411764705
construct,B,7,3,6,0,0.037102480216626835,0.41116644429784305,0.21686060634703108,5.4250528942657026e-5,0.03451448436114198,0.5165180028115108,0.22833243929682273,0.23965850125958732,0.14220510294364805,0.7604682125028597,0.16131043406652862,0.6699999999999999,0.14077136892646275,0.058823529411764705
construct,B,7,4,13,0,0.037102480216626835,0.023940455681115146,0.04317735412627138,0,0.03449204443032853,0.23218121523218463,0.12302721560736049,0.17415312652494055,0.11200109337426625,0.23953178749714027,0.08521898349706256,0.33000000000000007,0.09518344665553352,0.058823529411764705
construct,B,7,5,19,0,0.037102480216626835,0,0.03243929334373791,0,0.03449204443032853,0,0.03703800888293978,0.08837033635193531,0.0724473281180649,0,0.050231372162427256,0,0.05093634562786692,0.058823529411764705
construct,B,7,6,8,0,0.037102480216626835,0,0.03243929334373791,0,0.03449204443032853,0,0.03703800888293978,0.03131255716902365,0.04613843796318086,0,0.050231372162427256,0,0.05093634562786692,0.058823529411764705
construct,B,7,7,5,0,0.037102480216626835,0,0.03243929334373791,0,0.03449204443032853,0,0.03703800888293978,0.007747603024839802,0.03527282421230624,0,0.050231372162427256,0,0.05093634562786692,0.058823529411764705
construct,B,7,8,3,0,0.037102480216626835,0,0.03243929334373791,0,0.03449204443032853,0,0.03703800888293978,0.0013386066547863675,0.03231768673732221,0,0.050231372162427256,0,0.05093634562786692,0.058823529411764705
construct,B,7,9,0,0,0.037102480216626835,8.705620247678236e-5,0.03247834083749258,0,0.03449204443032853,0,0.03703800888293978,1.6150106672197e-4,0.03177493267187199,0,0.050231372162427256,0,0.05093634562786692,0.058823529411764705
construct,B,7,10,0,0,0.037102480216626835,0,0.03243929334373791,0,0.03449204443032853,0,0.03703800888293978,1.3606129697626247e-5,0.031706739487553266,0,0.050231372162427256,0,0.05093634562786692,0.058823529411764705
construct,B,7,11,0,0,0.037102480216626835,0,0.03243929334373791,0,0.03449204443032853,0,0.03703800888293978,8.004433732297057e-7,0.031700834886994135,0,0.050231372162427256,0,0.05093634562786692,0.058823529411764705
construct,B,7,12,50,0.999,0.40599105869765323,0.5635884190723124,0.2852267415419063,0.9999457494710574,0.4481048491839302,0,0.03703800888293978,3.288239305544537e-8,0.0317004809707043,0,0.050231372162427256,0,0.05093634562786692,0.058823529411764705
construct,B,7,13,0,0,0.037102480216626835,0,0.03243929334373791,0,0.03449204443032853,0,0.03703800888293978,9.43263468219746e-10,0.03170046624382456,0,0.050231372162427256,0,0.05093634562786692,0.058823529411764705
construct,B,7,14,1,0,0.037102480216626835,0,0.03243929334373791,0,0.03449204443032853,0,0.03703800888293978,1.889467426491661e-11,0.03170046581760543,0,0.050231372162427256,0,0.05093634562786692,0.058823529411764705
construct,B,7,15,0,0,0.037102480216626835,0,0.03243929334373791,0,0.03449204443032853,0,0.03703800888293978,2.6429113707926706e-13,0.03170046580901511,0,0.050231372162427256,0,0.05093634562786692,0.058823529411764705
construct,B,7,16,0,0,0.037102480216626835,0,0.03243929334373791,0,0.03449204443032853,0,0.03703800888293978,2.5814432699050572e-15,0.03170046580889444,0,0.050231372162427256,0,0.05093634562786692,0.058823529411764705
construct,B,8,0,5,0,0.037102480216626835,0,0.03243929334373791,5.4250528942657026e-5,0.03451448436114198,0.3371504569485439,0.16190297830257833,0.3252172640740655,0.1816555709588495,6.972341509613568e-14,0.05023137216243744,0.32999999999999996,0.09518344665553352,0.058823529411764705
construct,B,8,1,0,0,0.037102480216626835,0,0.03243929334373791,0,0.03449204443032853,0,0.03703800888293978,0.2873844024175179,0.16421113803803347,0,0.050231372162427256,0,0.05093634562786692,0.058823529411764705
construct,B,8,2,14,0,0.037102480216626835,0,0.03243929334373791,0,0.03449204443032853,0.46444032755485126,0.20904527181906635,0.20166105925926,0.12468478332958602,0.9999999999999303,0.19629804540115375,0,0.05093634562786692,0.058823529411764705
construct,B,8,3,2,0,0.037102480216626835,0.004265753921362335,0.0343526205377166,0,0.03449204443032853,0.13687997697591286,0.08773203520563494,0.11236993868540855,0.08351335470714998,2.279709954275365e-27,0.050231372162427256,0,0.05093634562786692,0.058823529411764705
construct,B,8,4,22,0,0.037102480216626835,0.4332306063117754,0.22675708935375036,0,0.03449204443032853,0.06152923852069198,0.059825599194503296,0.04972187448196843,0.054626828397376405,8.201950115420522e-20,0.050231372162427256,0,0.05093634562786692,0.058823529411764705
construct,B,8,5,4,0,0.037102480216626835,0,0.03243929334373791,0,0.03449204443032853,0,0.03703800888293978,0.01747085225593798,0.03975613743677424,0,0.050231372162427256,0,0.05093634562786692,0.058823529411764705
construct,B,8,6,7,0,0.037102480216626835,0,0.03243929334373791,0,0.03449204443032853,0,0.03703800888293978,0.004874722954355649,0.03394816196142846,0,0.050231372162427256,0,0.05093634562786692,0.058823529411764705
construct,B,8,7,1,0,0.037102480216626835,0,0.03243929334373791,0,0.03449204443032853,0,0.03703800888293978,0.001080077788355959,0.03219848112423691,0,0.050231372162427256,0,0.05093634562786692,0.058823529411764705
construct,B,8,8,11,0,0.037102480216626835,0,0.03243929334373791,0,0.03449204443032853,0,0.03703800888293978,1.9003315585252282e-4,0.03178808859223157,0,0.050231372162427256,0,0.05093634562786692,0.058823529411764705
construct,B,8,9,1,0,0.037102480216626835,0,0.03243929334373791,0,0.03449204443032853,0,0.03703800888293978,2.6550516593240924e-5,0.031712708041847455,0,0.050231372162427256,0,0.05093634562786692,0.058823529411764705
construct,B,8,10,0,0,0.037102480216626835,0,0.03243929334373791,0,0.03449204443032853,0,0.03703800888293978,2.945681719815603e-6,0.03170182403940813,0,0.050231372162427256,0,0.05093634562786692,0.058823529411764705
construct,B,8,11,0,0,0.037102480216626835,0,0.03243929334373791,0,0.03449204443032853,0,0.03703800888293978,2.5951825531410026e-7,0.031700585470705714,0,0.050231372162427256,0,0.05093634562786692,0.058823529411764705
construct,B,8,12,38,1,0.4063603165339706,0.5625036397668624,0.2847401832962023,0.9999457494710574,0.4481048491839302,0,0.03703800888293978,1.8155961589756637e-8,0.031700474180463366,0,0.050231372162427256,0,0.05093634562786692,0.058823529411764705
construct,B,8,13,0,0,0.037102480216626835,0,0.03243929334373791,0,0.03449204443032853,0,0.03703800888293978,1.0086484997275335e-9,0.031700466273973084,0,0.050231372162427256,0,0.05093634562786692,0.058823529411764705
construct,B,8,14,1,0,0.037102480216626835,0,0.03243929334373791,0,0.03449204443032853,0,0.03703800888293978,4.449689302819913e-11,0.03170046582941041,0,0.050231372162427256,0,0.05093634562786692,0.058823529411764705
construct,B,8,15,0,0,0.037102480216626835,0,0.03243929334373791,0,0.03449204443032853,0,0.03703800888293978,1.5587941871468644e-12,0.03170046580961199,0,0.050231372162427256,0,0.05093634562786692,0.058823529411764705
construct,B,8,16,1,0,0.037102480216626835,0,0.03243929334373791,0,0.03449204443032853,0,0.03703800888293978,4.336277995723887e-14,0.03170046580891324,0,0.050231372162427256,0,0.05093634562786692,0.058823529411764705
combine,A,1,0,76,0.999,0.4284916567342686,0.998,0.5100143001089161,0.999999433351487,0.4364032681477802,0,0.03683330491622122,2.7826554021958305e-6,0.0312936945747964,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,1,1,18,0,0.03569469706974482,0,0.03056405485976975,7.239129657446468e-19,0.03522478153280613,0,0.03683330491622122,0.0015378788124857303,0.03201216460440042,0.368393605824127,0.11121026484932112,0,0.05224739953708106,0.058823529411764705
combine,A,1,2,9,0,0.03569469706974482,0,0.03056405485976975,0,0.03522478153280613,0,0.03683330491622122,0.08911058682584537,0.07299876067431625,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,1,3,114,0.001,0.036087887219559155,0.001,0.031044465927153663,5.666485129985433e-7,0.03522500886012783,0.8685949090708531,0.36154345470084326,0.541353560678679,0.2846617378193859,0,0.04886916719268306,0.6699999999999999,0.1271495188097278,0.058823529411764705
combine,A,1,4,2,0,0.03569469706974482,0.001,0.031044465927153663,0,0.03522478153280613,0.13140509092914687,0.08595697155583837,0.3448078905115703,0.19267259902055772,0,0.04886916719268306,0.33000000000000007,0.08913948813405634,0.058823529411764705
combine,A,1,5,0,0,0.03569469706974482,0,0.03056405485976975,0,0.03522478153280613,0,0.03683330491622122,0.023025968036791373,0.04206922065908549,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,1,6,1,0,0.03569469706974482,0,0.03056405485976975,0,0.03522478153280613,0,0.03683330491622122,1.6121412977822958e-4,0.03136784515198331,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,1,7,0,0,0.03569469706974482,0,0.03056405485976975,0,0.03522478153280613,0,0.03683330491622122,1.1834034012067357e-7,0.031292447597196536,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,1,8,0,0,0.03569469706974482,0,0.03056405485976975,0,0.03522478153280613,0,0.03683330491622122,9.107664559555607e-12,0.0312923922147088,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,1,9,0,0,0.03569469706974482,0,0.03056405485976975,0,0.03522478153280613,0,0.03683330491622122,7.348957650028199e-17,0.031292392210446184,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,1,10,0,0,0.03569469706974482,0,0.03056405485976975,0,0.03522478153280613,0,0.03683330491622122,6.217115939775555e-23,0.03129239221044615,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,1,11,0,0,0.03569469706974482,0,0.03056405485976975,0,0.03522478153280613,0,0.03683330491622122,5.514380021465253e-30,0.03129239221044615,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,1,12,0,0,0.03569469706974482,0,0.03056405485976975,0,0.03522478153280613,0,0.03683330491622122,5.128010687889174e-38,0.03129239221044615,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,1,13,0,0,0.03569469706974482,0,0.03056405485976975,0,0.03522478153280613,0,0.03683330491622122,4.999719678860926e-47,0.03129239221044615,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,1,14,0,0,0.03569469706974482,0,0.03056405485976975,0,0.03522478153280613,0,0.03683330491622122,5.110776542823433e-57,0.03129239221044615,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,1,15,0,0,0.03569469706974482,0,0.03056405485976975,0,0.03522478153280613,0,0.03683330491622122,5.477377006523752e-68,0.03129239221044615,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,1,16,0,0,0.03569469706974482,0,0.03056405485976975,0,0.03522478153280613,0,0.03683330491622122,6.154643185207665e-80,0.03129239221044615,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,2,0,45,0.988,0.42416656508631084,0.985,0.5037689562329253,0.9626409536335856,0.42141584129971316,0,0.03683330491622122,2.7854890901619322e-6,0.031293695901045485,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,2,1,94,0,0.03569469706974482,0,0.03056405485976975,5.66648512998543e-7,0.03522500886012783,0,0.03683330491622122,0.0015386199725683368,0.032012511489059106,0.4424933356402201,0.1237497292150542,0,0.05224739953708106,0.058823529411764705
combine,A,2,2,45,0.011,0.04001978871770254,0.015,0.03777022087052846,0.03704813726350498,0.0500877055941367,0,0.03683330491622122,0.0891224182542333,0.07300429812984625,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,2,3,27,0.001,0.036087887219559155,0,0.03056405485976975,7.239129657446463e-19,0.03522478153280613,0.7045509609996967,0.30021827953210317,0.5413376725513125,0.2846543017097411,0,0.04886916719268306,0.6699999999999999,0.1271495188097278,0.058823529411764705
combine,A,2,4,6,0,0.03569469706974482,0,0.03056405485976975,5.591719006751852e-5,0.03524721431920468,0.2954490390003032,0.14728214672457846,0.3448063325732758,0.19267186985973783,0,0.04886916719268306,0.33000000000000007,0.08913948813405634,0.058823529411764705
combine,A,2,5,2,0,0.03569469706974482,0,0.03056405485976975,0,0.03522478153280613,0,0.03683330491622122,0.023030740817726818,0.04207145446056051,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,2,6,1,0,0.03569469706974482,0,0.03056405485976975,2.538586158156069e-4,0.03532662420582221,0,0.03683330491622122,1.6131185122427908e-4,0.031367890888486474,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,2,7,0,0,0.03569469706974482,0,0.03056405485976975,0,0.03522478153280613,0,0.03683330491622122,1.1848144309303713e-7,0.03129244766323686,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,2,8,0,0,0.03569469706974482,0,0.03056405485976975,5.666485132181836e-7,0.03522500886012792,0,0.03683330491622122,9.12557182998942e-12,0.031292392214717184,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,2,9,0,0,0.03569469706974482,0,0.03056405485976975,0,0.03522478153280613,0,0.03683330491622122,7.370475947805227e-17,0.031292392210446184,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,2,10,0,0,0.03569469706974482,0,0.03056405485976975,4.236893443772879e-20,0.03522478153280613,0,0.03683330491622122,6.242472982156797e-23,0.03129239221044615,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,2,11,0,0,0.03569469706974482,0,0.03056405485976975,0,0.03522478153280613,0,0.03683330491622122,5.544258897965175e-30,0.03129239221044615,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,2,12,0,0,0.03569469706974482,0,0.03056405485976975,0,0.03522478153280613,0,0.03683330491622122,5.163640823042981e-38,0.03129239221044615,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,2,13,0,0,0.03569469706974482,0,0.03056405485976975,0,0.03522478153280613,0,0.03683330491622122,5.043061237336941e-47,0.03129239221044615,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,2,14,0,0,0.03569469706974482,0,0.03056405485976975,0,0.03522478153280613,0,0.03683330491622122,5.164855203990594e-57,0.03129239221044615,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,2,15,0,0,0.03569469706974482,0,0.03056405485976975,0,0.03522478153280613,0,0.03683330491622122,5.546866993422053e-68,0.03129239221044615,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,2,16,0,0,0.03569469706974482,0,0.03056405485976975,0,0.03522478153280613,0,0.03683330491622122,6.246878317551166e-80,0.03129239221044615,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,3,0,0,0,0.03569469706974482,0,0.03056405485976975,7.531976424150701e-5,0.03525499821895897,0,0.03683330491622122,2.7805322455380293e-6,0.03129369358109681,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,3,1,2,0,0.03569469706974482,0.001,0.031044465927153663,0,0.03522478153280613,0,0.03683330491622122,0.0015373232287184944,0.03201190457490074,0.3000247799656667,0.09964060787881782,0,0.05224739953708106,0.058823529411764705
combine,A,3,2,10,0,0.03569469706974482,0.001,0.031044465927153663,5.553170003796584e-5,0.035247059668810386,0,0.03683330491622122,0.08910171480893245,0.07299460831016326,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,3,3,28,0,0.03569469706974482,0.001,0.031044465927153663,0.010518581002150676,0.0394446123317468,0.4110340854787342,0.19049174577118339,0.5413654740205786,0.2846673136128421,0,0.04886916719268306,0.6699999999999999,0.1271495188097278,0.058823529411764705
combine,A,3,4,22,0,0.03569469706974482,0,0.03056405485976975,0.01073691909457719,0.03953220492687109,0.5889659145212658,0.25700868048549824,0.3448090587059133,0.19267314576977623,0,0.04886916719268306,0.33000000000000007,0.08913948813405634,0.058823529411764705
combine,A,3,5,69,0.002,0.0364810773693735,0.005,0.03296611019668932,0.01058953528103504,0.03947307767809834,0,0.03683330491622122,0.023022389572949633,0.04206754583304255,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,3,6,80,0.983,0.42220061433723916,0.979,0.5008864898286218,0.9094830328539849,0.4000900150055065,0,0.03683330491622122,1.6114088693129275e-4,0.03136781087218256,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,3,7,7,0.015,0.04159254931695989,0.013,0.03680939873576063,0.015830648609104273,0.04157570078267898,0,0.03683330491622122,1.1823463646799893e-7,0.031292447547724124,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,3,8,0,0,0.03569469706974482,0,0.03056405485976975,0.021052881088051686,0.04367074929249078,0,0.03683330491622122,9.094258834504932e-12,0.03129239221470253,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,3,9,2,0,0.03569469706974482,0,0.03056405485976975,0.02121823628745238,0.04373708627873003,0,0.03683330491622122,7.332862143472241e-17,0.031292392210446184,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,3,10,0,0,0.03569469706974482,0,0.03056405485976975,5.496498774125715e-5,0.03524683231590002,0,0.03683330491622122,6.198168088638309e-23,0.03129239221044615,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,3,11,0,0,0.03569469706974482,0,0.03056405485976975,0,0.03522478153280613,0,0.03683330491622122,5.4920792900700234e-30,0.03129239221044615,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,3,12,0,0,0.03569469706974482,0,0.03056405485976975,2.745315588400208e-4,0.03533491775051814,0,0.03683330491622122,5.101452731823701e-38,0.03129239221044615,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,3,13,0,0,0.03569469706974482,0,0.03056405485976975,0,0.03522478153280613,0,0.03683330491622122,4.967462016040698e-47,0.03129239221044615,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,3,14,0,0,0.03569469706974482,0,0.03056405485976975,1.007375134219637e-6,0.03522518567026693,0,0.03683330491622122,5.0705942829328605e-57,0.03129239221044615,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,3,15,0,0,0.03569469706974482,0,0.03056405485976975,1.0879651449572062e-4,0.03526842837857293,0,0.03683330491622122,5.4258375830142e-68,0.03129239221044615,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,3,16,0,0,0.03569469706974482,0,0.03056405485976975,1.3883152947208488e-8,0.03522478710243157,0,0.03683330491622122,6.086369800323304e-80,0.03129239221044615,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,4,0,3,0.001,0.036087887219559155,0,0.03056405485976975,0.021549546332739054,0.043870000816614296,0,0.03683330491622122,2.786197809544378e-6,0.03129369623274695,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,4,1,3,0,0.03569469706974482,0,0.03056405485976975,0,0.03522478153280613,0,0.03683330491622122,0.0015388052783005968,0.032012598217577265,0.3000247799656667,0.09964060787881782,0,0.05224739953708106,0.058823529411764705
combine,A,4,2,14,0,0.03569469706974482,0,0.03056405485976975,0,0.03522478153280613,0,0.03683330491622122,0.08912537570533843,0.07300568230371267,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,4,3,31,0.002,0.0364810773693735,0.003,0.03200528806192149,0.010444473261707419,0.039414881883742606,0.4110340854787341,0.19049174577118333,0.5413337012348522,0.28465244301714937,0,0.04886916719268306,0.6699999999999999,0.1271495188097278,0.058823529411764705
combine,A,4,4,23,0,0.03569469706974482,0,0.03056405485976975,5.4398257259720915e-5,0.03524660495569429,0.5889659145212659,0.2570086804854983,0.34480594289456096,0.19267168747866903,0,0.04886916719268306,0.33000000000000007,0.08913948813405634,0.058823529411764705
combine,A,4,5,47,0,0.03569469706974482,0,0.03056405485976975,0,0.03522478153280613,0,0.03683330491622122,0.02303193387804894,0.04207201284778661,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,4,6,78,0.977,0.4198414734383531,0.979,0.5008864898286218,0.9094099351949545,0.4000606897806645,0,0.03683330491622122,1.6133628522203023e-4,0.03136790232431413,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,4,7,4,0,0.03569469706974482,0.001,0.031044465927153663,6.651220508108959e-28,0.03522478153280613,0,0.03683330491622122,1.1851673713770699e-7,0.03129244767975551,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,4,8,6,0,0.03569469706974482,0,0.03056405485976975,0,0.03522478153280613,0,0.03683330491622122,9.13005314131772e-12,0.03129239221471928,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,4,9,8,0.02,0.04355850006603158,0.017,0.03873104300529629,0.01583064860910428,0.04157570078267898,0,0.03683330491622122,7.375864157133733e-17,0.031292392210446184,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,4,10,0,0,0.03569469706974482,0,0.03056405485976975,5.666485130008311e-7,0.03522500886012783,0,0.03683330491622122,6.248826971582067e-23,0.03129239221044615,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,4,11,1,0,0.03569469706974482,0,0.03056405485976975,0,0.03522478153280613,0,0.03683330491622122,5.551752214389754e-30,0.03129239221044615,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,4,12,0,0,0.03569469706974482,0,0.03056405485976975,0.021052881088051693,0.04367074929249079,0,0.03683330491622122,5.172584987561637e-38,0.03129239221044615,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,4,13,0,0,0.03569469706974482,0,0.03056405485976975,0,0.03522478153280613,0,0.03683330491622122,5.0539527927565895e-47,0.03129239221044615,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,4,14,0,0,0.03569469706974482,0,0.03056405485976975,0,0.03522478153280613,0,0.03683330491622122,5.178461030755259e-57,0.03129239221044615,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,4,15,2,0,0.03569469706974482,0,0.03056405485976975,0.021217480756101716,0.043736783175634425,0,0.03683330491622122,5.564372931240118e-68,0.03129239221044615,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,4,16,0,0,0.03569469706974482,0,0.03056405485976975,4.4006985156879277e-4,0.035401328189903276,0,0.03683330491622122,6.270147126819437e-80,0.03129239221044615,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,5,0,0,0,0.03569469706974482,0,0.03056405485976975,2.753469182131189e-4,0.03533524485534284,0,0.03683330491622122,2.783363868736707e-6,0.031293694906379524,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,5,1,7,0,0.03569469706974482,0,0.03056405485976975,5.66648512999267e-7,0.03522500886012783,0,0.03683330491622122,0.0015380641501259844,0.03201225134785246,0.2687030832770352,0.09434022013818541,0,0.05224739953708106,0.058823529411764705
combine,A,5,2,2,0,0.03569469706974482,0.001001001001001001,0.031044946819113007,0,0.03522478153280613,0,0.03683330491622122,0.08911354577050759,0.07300014554721118,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,5,3,31,0,0.03569469706974482,0,0.03056405485976975,0.021108675087780523,0.04369313265754769,0.7045509609996967,0.30021827953210317,0.5413495867266267,0.2846598778932598,0,0.04886916719268306,0.6699999999999999,0.1271495188097278,0.058823529411764705
combine,A,5,4,18,0,0.03569469706974482,0.001001001001001001,0.031044946819113007,0,0.03522478153280613,0.2954490390003031,0.1472821467245784,0.3448075012874935,0.19267241685227288,0,0.04886916719268306,0.33000000000000007,0.08913948813405634,0.058823529411764705
combine,A,5,5,57,0,0.03569469706974482,0,0.03056405485976975,2.1935593549213953e-4,0.03531278246490247,0,0.03683330491622122,0.023027161750153104,0.04206977935195329,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,5,6,16,0,0.03569469706974482,0,0.03056405485976975,0,0.03522478153280613,0,0.03683330491622122,1.6123856649515042e-4,0.03136785658908362,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,5,7,19,0.002,0.0364810773693735,0.003003003003003003,0.03200673073779952,0.010444481131825651,0.039414885041066515,0,0.03683330491622122,1.1837561699516747e-7,0.03129244761370715,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,5,8,0,0,0.03569469706974482,0,0.03056405485976975,0,0.03522478153280613,0,0.03683330491622122,9.112140204340916e-12,0.0312923922147109,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
combine,A,5,9,60,0.991,0.42534613553575384,0.985985985985986,0.5042426348128783,0.909410493973349,0.4000609139506622,0,0.03683330491622122,7.354333865437128e-17,0.031292392210446184,0,0.04886916719268306,0,0.05224739953708106,0.058823529411764705
