condition,phase,trial,prediction,n,raw_ag,fitted_ag,raw_agr,fitted_agr,raw_rr,fitted_rr,raw_sim,fitted_sim,raw_gp,fitted_gp,raw_mm,fitted_mm,raw_lm,fitted_lm,rand
construct,A,2,7,0,0,0.037102480216626835,0,0.03243929334373791,0,0.03449204443032853,0,0.03703800888293978,1.1848144309303713e-7,0.031700520439748435,0,0.050231372162427256,0,0.05093634562786692,0.058823529411764705
construct,A,2,8,0,0,0.037102480216626835,0,0.03243929334373791,5.666485132181836e-7,0.03449227881612495,0,0.03703800888293978,9.12557182998942e-12,0.03170046581310098,0,0.050231372162427256,0,0.05093634562786692,0.058823529411764705
construct,A,2,9,0,0,0.037102480216626835,0,0.03243929334373791,0,0.03449204443032853,0,0.03703800888293978,7.370475947805227e-17,0.03170046580889328,0,0.050231372162427256,0,0.05093634562786692,0.058823529411764705
construct,A,2,10,0,0,0.037102480216626835,0,0.03243929334373791,4.236893443772879e-20,0.03449204443032853,0,0.03703800888293978,6.242472982156797e-23,0.03170046580889325,0,0.050231372162427256,0,0.05093634562786692,0.058823529411764705
construct,A,2,11,0,0,0.037102480216626835,0,0.03243929334373791,0,0.03449204443032853,0,0.03703800888293978,5.544258897965175e-30,0.03170046580889325,0,0.050231372162427256,0,0.05093634562786692,0.058823529411764705
construct,A,2,12,0,0,0.037102480216626835,0,0.03243929334373791,0,0.03449204443032853,0,0.03703800888293978,5.163640823042981e-38,0.03170046580889325,0,0.050231372162427256,0,0.05093634562786692,0.058823529411764705
construct,A,2,13,0,0,0.037102480216626835,0,0.03243929334373791,0,0.03449204443032853,0,0.03703800888293978,5.043061237336941e-47,0.03170046580889325,0,0.050231372162427256,0,0.05093634562786692,0.058823529411764705
construct,A,2,14,0,0,0.037102480216626835,0,0.03243929334373791,0,0.03449204443032853,0,0.03703800888293978,5.164855203990594e-57,0.03170046580889325,0,0.050231372162427256,0,0.05093634562786692,0.058823529411764705
construct,A,2,15,0,0,0.037102480216626835,0,0.03243929334373791,0,0.03449204443032853,0,0.03703800888293978,5.546866993422053e-68,0.03170046580889325,0,0.050231372162427256,0,0.05093634562786692,0.058823529411764705
construct,A,2,16,0,0,0.037102480216626835,0,0.03243929334373791,0,0.03449204443032853,0,0.03703800888293978,6.246878317551166e-80,0.03170046580889325,0,0.050231372162427256,0,0.05093634562786692,0.058823529411764705
construct,A,3,0,0,0,0.037102480216626835,0,0.03243929334373791,7.531976424150701e-5,0.03452319933944014,0,0.03703800888293978,2.7805322455380293e-6,0.03170174789029332,0,0.050231372162427256,0,0.05093634562786692,0.058823529411764705
