exp_id,ix,condition,phase,trial,stripe,dot,segment,prediction,is_groundTruth
2,207,decon,B,6,4,3,2,1,0
2,207,decon,B,7,0,4,3,4,0
2,207,decon,B,8,4,4,4,4,0
2,208,decon,A,1,0,0,3,3,0
2,208,decon,A,2,2,0,1,0,1
2,208,decon,A,3,1,2,3,3,0
2,208,decon,A,4,3,2,3,0,0
2,208,decon,A,5,2,3,3,3,0
2,208,decon,A,6,4,3,2,0,0
2,208,decon,A,7,0,4,3,3,0
2,208,decon,A,8,4,4,4,9,0
2,208,decon,B,1,0,0,3,3,0
2,208,decon,B,2,2,0,1,0,1
2,208,decon,B,3,1,2,3,4,0
2,208,decon,B,4,3,2,3,2,0
2,208,decon,B,5,2,3,3,4,0
2,208,decon,B,6,4,3,2,0,0
2,208,decon,B,7,0,4,3,6,0
2,208,decon,B,8,4,4,4,3,0
2,213,decon,A,1,0,0,3,3,0
2,213,decon,A,2,2,0,1,0,1
2,213,decon,A,3,1,2,3,2,0
2,213,decon,A,4,3,2,3,0,0
2,213,decon,A,5,2,3,3,4,0
2,213,decon,A,6,4,3,2,0,0
2,213,decon,A,7,0,4,3,0,0
2,213,decon,A,8,4,4,4,0,0
2,213,decon,B,1,0,0,3,0,1
2,213,decon,B,2,2,0,1,0,1
2,213,decon,B,3,1,2,3,5,1
2,213,decon,B,4,3,2,3,3,1
2,213,decon,B,5,2,3,3,4,0
2,213,decon,B,6,4,3,2,2,1
2,213,decon,B,7,0,4,3,12,1
2,213,decon,B,8,4,4,4,12,1
2,214,decon,A,1,0,0,3,0,1
2,214,decon,A,2,2,0,1,1,0
2,214,decon,A,3,1,2,3,3,0
2,214,decon,A,4,3,2,3,2,0
2,214,decon,A,5,2,3,3,3,0
2,214,decon,A,6,4,3,2,3,0
2,214,decon,A,7,0,4,3,7,0
2,214,decon,A,8,4,4,4,4,0
2,214,decon,B,1,0,0,3,0,1
2,214,decon,B,2,2,0,1,1,0
2,214,decon,B,3,1,2,3,4,0
2,214,decon,B,4,3,2,3,4,0
2,214,decon,B,5,2,3,3,4,0
2,214,decon,B,6,4,3,2,4,0
2,214,decon,B,7,0,4,3,6,0
2,214,decon,B,8,4,4,4,5,0
2,215,decon,A,1,0,0,3,0,1
2,215,decon,A,2,2,0,1,1,0
2,215,decon,A,3,1,2,3,4,0
2,215,decon,A,4,3,2,3,2,0
2,215,decon,A,5,2,3,3,4,0
2,215,decon,A,6,4,3,2,3,0
2,215,decon,A,7,0,4,3,4,0
2,215,decon,A,8,4,4,4,4,0
2,215,decon,B,1,0,0,3,3,0
2,215,decon,B,2,2,0,1,1,0
2,215,decon,B,3,1,2,3,5,1
2,215,decon,B,4,3,2,3,6,0
2,215,decon,B,5,2,3,3,6,0
2,215,decon,B,6,4,3,2,4,0
2,215,decon,B,7,0,4,3,4,0
2,215,decon,B,8,4,4,4,8,0
2,216,decon,A,1,0,0,3,0,1
2,216,decon,A,2,2,0,1,1,0
2,216,decon,A,3,1,2,3,0,0
2,216,decon,A,4,3,2,3,0,0
2,216,decon,A,5,2,3,3,3,0
2,216,decon,A,6,4,3,2,3,0
2,216,decon,A,7,0,4,3,4,0
2,216,decon,A,8,4,4,4,4,0
2,216,decon,B,1,0,0,3,3,0
2,216,decon,B,2,2,0,1,1,0
2,216,decon,B,3,1,2,3,3,0
2,216,decon,B,4,3,2,3,2,0
2,216,decon,B,5,2,3,3,3,0
2,216,decon,B,6,4,3,2,2,1
2,216,decon,B,7,0,4,3,3,0
2,216,decon,B,8,4,4,4,4,0
2,219,decon,A,1,0,0,3,0,1
2,219,decon,A,2,2,0,1,1,0
2,219,decon,A,3,1,2,3,2,0
2,219,decon,A,4,3,2,3,2,0
2,219,decon,A,5,2,3,3,3,0
2,219,decon,A,6,4,3,2,3,0
2,219,decon,A,7,0,4,3,0,0
2,219,decon,A,8,4,4,4,4,0
2,219,decon,B,1,0,0,3,0,1
2,219,decon,B,2,2,0,1,1,0
2,219,decon,B,3,1,2,3,4,0
2,219,decon,B,4,3,2,3,3,1
2,219,decon,B,5,2,3,3,3,0
2,219,decon,B,6,4,3,2,3,0
2,219,decon,B,7,0,4,3,8,0
2,219,decon,B,8,4,4,4,7,0
2,220,decon,A,1,0,0,3,0,1
2,220,decon,A,2,2,0,1,0,1
2,220,decon,A,3,1,2,3,3,0
2,220,decon,A,4,3,2,3,2,0
2,220,decon,A,5,2,3,3,3,0
2,220,decon,A,6,4,3,2,3,0
2,220,decon,A,7,0,4,3,3,0
2,220,decon,A,8,4,4,4,5,0
2,220,decon,B,1,0,0,3,3,0
2,220,decon,B,2,2,0,1,1,0
2,220,decon,B,3,1,2,3,2,0
2,220,decon,B,4,3,2,3,4,0
2,220,decon,B,5,2,3,3,9,0
2,220,decon,B,6,4,3,2,12,0
2,220,decon,B,7,0,4,3,12,1
2,220,decon,B,8,4,4,4,16,0
2,223,decon,A,1,0,0,3,3,0
2,223,decon,A,2,2,0,1,0,1
2,223,decon,A,3,1,2,3,4,0
2,223,decon,A,4,3,2,3,0,0
2,223,decon,A,5,2,3,3,4,0
2,223,decon,A,6,4,3,2,2,1
2,223,decon,A,7,0,4,3,4,0
2,223,decon,A,8,4,4,4,4,0
2,223,decon,B,1,0,0,3,0,1
2,223,decon,B,2,2,0,1,0,1
2,223,decon,B,3,1,2,3,3,0
2,223,decon,B,4,3,2,3,0,0
2,223,decon,B,5,2,3,3,3,0
2,223,decon,B,6,4,3,2,2,1
2,223,decon,B,7,0,4,3,5,0
2,223,decon,B,8,4,4,4,4,0
2,229,decon,A,1,0,0,3,1,0
2,229,decon,A,2,2,0,1,2,0
2,229,decon,A,3,1,2,3,2,0
2,229,decon,A,4,3,2,3,5,0
2,229,decon,A,5,2,3,3,4,0
2,229,decon,A,6,4,3,2,4,0
2,229,decon,A,7,0,4,3,4,0
2,229,decon,A,8,4,4,4,4,0
2,229,decon,B,1,0,0,3,1,0
2,229,decon,B,2,2,0,1,1,0
2,229,decon,B,3,1,2,3,3,0
2,229,decon,B,4,3,2,3,4,0
2,229,decon,B,5,2,3,3,3,0
2,229,decon,B,6,4,3,2,3,0
2,229,decon,B,7,0,4,3,4,0
2,229,decon,B,8,4,4,4,4,0
2,230,decon,A,1,0,0,3,16,0
2,230,decon,A,2,2,0,1,3,0
2,230,decon,A,3,1,2,3,4,0
2,230,decon,A,4,3,2,3,3,1
2,230,decon,A,5,2,3,3,4,0
2,230,decon,A,6,4,3,2,1,0
2,230,decon,A,7,0,4,3,13,0
2,230,decon,A,8,4,4,4,0,0
2,230,decon,B,1,0,0,3,1,0
2,230,decon,B,2,2,0,1,1,0
2,230,decon,B,3,1,2,3,3,0
2,230,decon,B,4,3,2,3,3,1
2,230,decon,B,5,2,3,3,3,0
2,230,decon,B,6,4,3,2,3,0
2,230,decon,B,7,0,4,3,4,0
2,230,decon,B,8,4,4,4,4,0
2,231,decon,A,1,0,0,3,0,1
2,231,decon,A,2,2,0,1,0,1
2,231,decon,A,3,1,2,3,0,0
2,231,decon,A,4,3,2,3,0,0
2,231,decon,A,5,2,3,3,3,0
2,231,decon,A,6,4,3,2,3,0
2,231,decon,A,7,0,4,3,4,0
2,231,decon,A,8,4,4,4,4,0
2,231,decon,B,1,0,0,3,3,0
2,231,decon,B,2,2,0,1,0,1
2,231,decon,B,3,1,2,3,3,0
2,231,decon,B,4,3,2,3,0,0
2,231,decon,B,5,2,3,3,4,0
2,231,decon,B,6,4,3,2,0,0
2,231,decon,B,7,0,4,3,4,0
2,231,decon,B,8,4,4,4,4,0
2,233,decon,A,1,0,0,3,3,0
2,233,decon,A,2,2,0,1,0,1
2,233,decon,A,3,1,2,3,4,0
2,233,decon,A,4,3,2,3,2,0
2,233,decon,A,5,2,3,3,2,0
2,233,decon,A,6,4,3,2,2,1
2,233,decon,A,7,0,4,3,7,0
2,233,decon,A,8,4,4,4,4,0
2,233,decon,B,1,0,0,3,2,0
2,233,decon,B,2,2,0,1,2,0
2,233,decon,B,3,1,2,3,5,1
2,233,decon,B,4,3,2,3,3,1
2,233,decon,B,5,2,3,3,4,0
2,233,decon,B,6,4,3,2,3,0
2,233,decon,B,7,0,4,3,6,0
2,233,decon,B,8,4,4,4,2,0
2,239,decon,A,1,0,0,3,3,0
2,239,decon,A,2,2,0,1,2,0
2,239,decon,A,3,1,2,3,1,0
2,239,decon,A,4,3,2,3,4,0
2,239,decon,A,5,2,3,3,2,0
2,239,decon,A,6,4,3,2,3,0
2,239,decon,A,7,0,4,3,0,0
2,239,decon,A,8,4,4,4,4,0
2,239,decon,B,1,0,0,3,3,0
2,239,decon,B,2,2,0,1,2,0
2,239,decon,B,3,1,2,3,2,0
2,239,decon,B,4,3,2,3,4,0
2,239,decon,B,5,2,3,3,3,0
2,239,decon,B,6,4,3,2,3,0
2,239,decon,B,7,0,4,3,5,0
2,239,decon,B,8,4,4,4,5,0
2,241,decon,A,1,0,0,3,3,0
2,241,decon,A,2,2,0,1,0,1
2,241,decon,A,3,1,2,3,4,0
2,241,decon,A,4,3,2,3,0,0
2,241,decon,A,5,2,3,3,5,0
2,241,decon,A,6,4,3,2,0,0
2,241,decon,A,7,0,4,3,3,0
2,241,decon,A,8,4,4,4,4,0
2,241,decon,B,1,0,0,3,3,0
2,241,decon,B,2,2,0,1,1,0
2,241,decon,B,3,1,2,3,3,0
2,241,decon,B,4,3,2,3,3,1
2,241,decon,B,5,2,3,3,5,0
2,241,decon,B,6,4,3,2,6,0
2,241,decon,B,7,0,4,3,5,0
2,241,decon,B,8,4,4,4,8,0
2,242,decon,A,1,0,0,3,3,0
2,242,decon,A,2,2,0,1,0,1
2,242,decon,A,3,1,2,3,4,0
2,242,decon,A,4,3,2,3,2,0
2,242,decon,A,5,2,3,3,4,0
2,242,decon,A,6,4,3,2,1,0
2,242,decon,A,7,0,4,3,7,0
2,242,decon,A,8,4,4,4,4,0
2,242,decon,B,1,0,0,3,2,0
2,242,decon,B,2,2,0,1,0,1
2,242,decon,B,3,1,2,3,4,0
2,242,decon,B,4,3,2,3,1,0
2,242,decon,B,5,2,3,3,3,0
2,242,decon,B,6,4,3,2,0,0
2,242,decon,B,7,0,4,3,6,0
2,242,decon,B,8,4,4,4,3,0
2,243,decon,A,1,0,0,3,3,0
2,243,decon,A,2,2,0,1,0,1
2,243,decon,A,3,1,2,3,1,0
2,243,decon,A,4,3,2,3,3,1
2,243,decon,A,5,2,3,3,2,0
2,243,decon,A,6,4,3,2,0,0
2,243,decon,A,7,0,4,3,4,0
2,243,decon,A,8,4,4,4,4,0
2,243,decon,B,1,0,0,3,3,0
2,243,decon,B,2,2,0,1,0,1
2,243,decon,B,3,1,2,3,5,1
2,243,decon,B,4,3,2,3,3,1
2,243,decon,B,5,2,3,3,7,1
2,243,decon,B,6,4,3,2,2,1
2,243,decon,B,7,0,4,3,12,1
2,243,decon,B,8,4,4,4,12,1
2,246,decon,A,1,0,0,3,0,1
2,246,decon,A,2,2,0,1,0,1
2,246,decon,A,3,1,2,3,4,0
2,246,decon,A,4,3,2,3,2,0
2,246,decon,A,5,2,3,3,4,0
2,246,decon,A,6,4,3,2,0,0
2,246,decon,A,7,0,4,3,6,0
2,246,decon,A,8,4,4,4,4,0
2,246,decon,B,1,0,0,3,0,1
2,246,decon,B,2,2,0,1,0,1
2,246,decon,B,3,1,2,3,5,1
2,246,decon,B,4,3,2,3,3,1
2,246,decon,B,5,2,3,3,7,1
2,246,decon,B,6,4,3,2,2,1
2,246,decon,B,7,0,4,3,12,1
2,246,decon,B,8,4,4,4,16,0
2,247,decon,A,1,0,0,3,3,0
2,247,decon,A,2,2,0,1,0,1
2,247,decon,A,3,1,2,3,3,0
2,247,decon,A,4,3,2,3,0,0
2,247,decon,A,5,2,3,3,3,0
2,247,decon,A,6,4,3,2,3,0
2,247,decon,A,7,0,4,3,3,0
2,247,decon,A,8,4,4,4,2,0
2,247,decon,B,1,0,0,3,3,0
2,247,decon,B,2,2,0,1,0,1
2,247,decon,B,3,1,2,3,4,0
2,247,decon,B,4,3,2,3,2,0
2,247,decon,B,5,2,3,3,3,0
2,247,decon,B,6,4,3,2,0,0
2,247,decon,B,7,0,4,3,7,0
2,247,decon,B,8,4,4,4,2,0
2,249,decon,A,1,0,0,3,3,0
2,249,decon,A,2,2,0,1,1,0
2,249,decon,A,3,1,2,3,3,0
2,249,decon,A,4,3,2,3,3,1
2,249,decon,A,5,2,3,3,4,0
2,249,decon,A,6,4,3,2,3,0
2,249,decon,A,7,0,4,3,7,0
2,249,decon,A,8,4,4,4,8,0
2,249,decon,B,1,0,0,3,3,0
2,249,decon,B,2,2,0,1,1,0
2,249,decon,B,3,1,2,3,4,0
2,249,decon,B,4,3,2,3,3,1
2,249,decon,B,5,2,3,3,4,0
2,249,decon,B,6,4,3,2,4,0
2,249,decon,B,7,0,4,3,5,0
2,249,decon,B,8,4,4,4,5,0
2,257,decon,A,1,0,0,3,3,0
2,257,decon,A,2,2,0,1,2,0
2,257,decon,A,3,1,2,3,3,0
2,257,decon,A,4,3,2,3,0,0
2,257,decon,A,5,2,3,3,3,0
2,257,decon,A,6,4,3,2,3,0
2,257,decon,A,7,0,4,3,4,0
2,257,decon,A,8,4,4,4,0,0
2,257,decon,B,1,0,0,3,0,1
2,257,decon,B,2,2,0,1,2,0
2,257,decon,B,3,1,2,3,6,0
2,257,decon,B,4,3,2,3,6,0
2,257,decon,B,5,2,3,3,9,0
2,257,decon,B,6,4,3,2,6,0
2,257,decon,B,7,0,4,3,12,1
2,257,decon,B,8,4,4,4,16,0
2,261,decon,A,1,0,0,3,3,0
2,261,decon,A,2,2,0,1,0,1
2,261,decon,A,3,1,2,3,4,0
2,261,decon,A,4,3,2,3,0,0
2,261,decon,A,5,2,3,3,0,0
2,261,decon,A,6,4,3,2,2,1
2,261,decon,A,7,0,4,3,4,0
2,261,decon,A,8,4,4,4,0,0
2,261,decon,B,1,0,0,3,3,0
2,261,decon,B,2,2,0,1,0,1
2,261,decon,B,3,1,2,3,4,0
2,261,decon,B,4,3,2,3,0,0
2,261,decon,B,5,2,3,3,4,0
2,261,decon,B,6,4,3,2,0,0
2,261,decon,B,7,0,4,3,5,0
2,261,decon,B,8,4,4,4,0,0
2,263,decon,A,1,0,0,3,6,0
2,263,decon,A,2,2,0,1,1,0
2,263,decon,A,3,1,2,3,3,0
2,263,decon,A,4,3,2,3,0,0
2,263,decon,A,5,2,3,3,6,0
2,263,decon,A,6,4,3,2,4,0
2,263,decon,A,7,0,4,3,9,0
2,263,decon,A,8,4,4,4,12,1
2,263,decon,B,1,0,0,3,0,1
2,263,decon,B,2,2,0,1,0,1
2,263,decon,B,3,1,2,3,6,0
2,263,decon,B,4,3,2,3,6,0
2,263,decon,B,5,2,3,3,9,0
2,263,decon,B,6,4,3,2,6,0
2,263,decon,B,7,0,4,3,12,1
2,263,decon,B,8,4,4,4,16,0
2,265,decon,A,1,0,0,3,3,0
2,265,decon,A,2,2,0,1,3,0
2,265,decon,A,3,1,2,3,3,0
2,265,decon,A,4,3,2,3,2,0
2,265,decon,A,5,2,3,3,0,0
2,265,decon,A,6,4,3,2,1,0
2,265,decon,A,7,0,4,3,4,0
2,265,decon,A,8,4,4,4,3,0
2,265,decon,B,1,0,0,3,0,1
2,265,decon,B,2,2,0,1,0,1
2,265,decon,B,3,1,2,3,6,0
2,265,decon,B,4,3,2,3,15,0
2,265,decon,B,5,2,3,3,9,0
2,265,decon,B,6,4,3,2,6,0
2,265,decon,B,7,0,4,3,12,1
2,265,decon,B,8,4,4,4,16,0
2,266,decon,A,1,0,0,3,1,0
2,266,decon,A,2,2,0,1,2,0
2,266,decon,A,3,1,2,3,4,0
2,266,decon,A,4,3,2,3,6,0
2,266,decon,A,5,2,3,3,5,0
2,266,decon,A,6,4,3,2,11,0
2,266,decon,A,7,0,4,3,4,0
2,266,decon,A,8,4,4,4,9,0
2,266,decon,B,1,0,0,3,0,1
2,266,decon,B,2,2,0,1,0,1
2,266,decon,B,3,1,2,3,3,0
2,266,decon,B,4,3,2,3,7,0
2,266,decon,B,5,2,3,3,5,0
2,266,decon,B,6,4,3,2,9,0
2,266,decon,B,7,0,4,3,7,0
2,266,decon,B,8,4,4,4,9,0
2,269,decon,A,1,0,0,3,0,1
2,269,decon,A,2,2,0,1,2,0
2,269,decon,A,3,1,2,3,2,0
2,269,decon,A,4,3,2,3,3,1
2,269,decon,A,5,2,3,3,2,0
2,269,decon,A,6,4,3,2,5,0
2,269,decon,A,7,0,4,3,0,0
2,269,decon,A,8,4,4,4,4,0
2,269,decon,B,1,0,0,3,0,1
2,269,decon,B,2,2,0,1,2,0
2,269,decon,B,3,1,2,3,6,0
2,269,decon,B,4,3,2,3,6,0
2,269,decon,B,5,2,3,3,6,0
2,269,decon,B,6,4,3,2,6,0
2,269,decon,B,7,0,4,3,0,0
2,269,decon,B,8,4,4,4,4,0
2,271,decon,A,1,0,0,3,5,0
2,271,decon,A,2,2,0,1,3,0
2,271,decon,A,3,1,2,3,4,0
2,271,decon,A,4,3,2,3,2,0
2,271,decon,A,5,2,3,3,5,0
2,271,decon,A,6,4,3,2,1,0
2,271,decon,A,7,0,4,3,3,0
2,271,decon,A,8,4,4,4,4,0
2,271,decon,B,1,0,0,3,0,1
2,271,decon,B,2,2,0,1,1,0
2,271,decon,B,3,1,2,3,3,0
2,271,decon,B,4,3,2,3,5,0
2,271,decon,B,5,2,3,3,6,0
2,271,decon,B,6,4,3,2,4,0
2,271,decon,B,7,0,4,3,12,1
2,271,decon,B,8,4,4,4,9,0
2,274,decon,A,1,0,0,3,0,1
2,274,decon,A,2,2,0,1,5,0
2,274,decon,A,3,1,2,3,3,0
2,274,decon,A,4,3,2,3,4,0
2,274,decon,A,5,2,3,3,3,0
2,274,decon,A,6,4,3,2,4,0
2,274,decon,A,7,0,4,3,2,0
2,274,decon,A,8,4,4,4,2,0
2,274,decon,B,1,0,0,3,0,1
2,274,decon,B,2,2,0,1,3,0
2,274,decon,B,3,1,2,3,4,0
2,274,decon,B,4,3,2,3,3,1
2,274,decon,B,5,2,3,3,3,0
2,274,decon,B,6,4,3,2,2,1
2,274,decon,B,7,0,4,3,12,1
2,274,decon,B,8,4,4,4,0,0
2,275,decon,A,1,0,0,3,3,0
2,275,decon,A,2,2,0,1,1,0
2,275,decon,A,3,1,2,3,2,0
2,275,decon,A,4,3,2,3,0,0
2,275,decon,A,5,2,3,3,3,0
2,275,decon,A,6,4,3,2,6,0
2,275,decon,A,7,0,4,3,3,0
2,275,decon,A,8,4,4,4,4,0
2,275,decon,B,1,0,0,3,3,0
2,275,decon,B,2,2,0,1,2,0
2,275,decon,B,3,1,2,3,2,0
2,275,decon,B,4,3,2,3,0,0
2,275,decon,B,5,2,3,3,5,0
2,275,decon,B,6,4,3,2,6,0
2,275,decon,B,7,0,4,3,4,0
2,275,decon,B,8,4,4,4,4,0
2,278,decon,A,1,0,0,3,3,0
2,278,decon,A,2,2,0,1,2,0
2,278,decon,A,3,1,2,3,3,0
2,278,decon,A,4,3,2,3,3,1
2,278,decon,A,5,2,3,3,3,0
2,278,decon,A,6,4,3,2,1,0
2,278,decon,A,7,0,4,3,2,0
2,278,decon,A,8,4,4,4,3,0
2,278,decon,B,1,0,0,3,3,0
2,278,decon,B,2,2,0,1,1,0
2,278,decon,B,3,1,2,3,3,0
2,278,decon,B,4,3,2,3,2,0
2,278,decon,B,5,2,3,3,3,0
2,278,decon,B,6,4,3,2,1,0
2,278,decon,B,7,0,4,3,1,0
2,278,decon,B,8,4,4,4,3,0
2,279,decon,A,1,0,0,3,1,0
2,279,decon,A,2,2,0,1,1,0
2,279,decon,A,3,1,2,3,2,0
2,279,decon,A,4,3,2,3,3,1
2,279,decon,A,5,2,3,3,4,0
2,279,decon,A,6,4,3,2,2,1
2,279,decon,A,7,0,4,3,4,0
2,279,decon,A,8,4,4,4,4,0
2,279,decon,B,1,0,0,3,4,0
2,279,decon,B,2,2,0,1,3,0
2,279,decon,B,3,1,2,3,3,0
2,279,decon,B,4,3,2,3,3,1
2,279,decon,B,5,2,3,3,4,0
2,279,decon,B,6,4,3,2,3,0
2,279,decon,B,7,0,4,3,2,0
2,279,decon,B,8,4,4,4,4,0
2,281,decon,A,1,0,0,3,3,0
2,281,decon,A,2,2,0,1,1,0
2,281,decon,A,3,1,2,3,1,0
2,281,decon,A,4,3,2,3,2,0
2,281,decon,A,5,2,3,3,0,0
2,281,decon,A,6,4,3,2,0,0
2,281,decon,A,7,0,4,3,7,0
2,281,decon,A,8,4,4,4,0,0
2,281,decon,B,1,0,0,3,3,0
2,281,decon,B,2,2,0,1,0,1
2,281,decon,B,3,1,2,3,2,0
2,281,decon,B,4,3,2,3,2,0
2,281,decon,B,5,2,3,3,3,0
2,281,decon,B,6,4,3,2,3,0
2,281,decon,B,7,0,4,3,4,0
2,281,decon,B,8,4,4,4,4,0
2,282,decon,A,1,0,0,3,0,1
2,282,decon,A,2,2,0,1,0,1
2,282,decon,A,3,1,2,3,2,0
2,282,decon,A,4,3,2,3,2,0
2,282,decon,A,5,2,3,3,2,0
2,282,decon,A,6,4,3,2,2,1
2,282,decon,A,7,0,4,3,2,0
2,282,decon,A,8,4,4,4,3,0
2,282,decon,B,1,0,0,3,0,1
2,282,decon,B,2,2,0,1,0,1
2,282,decon,B,3,1,2,3,2,0
2,282,decon,B,4,3,2,3,2,0
2,282,decon,B,5,2,3,3,3,0
2,282,decon,B,6,4,3,2,2,1
2,282,decon,B,7,0,4,3,4,0
2,282,decon,B,8,4,4,4,4,0
2,292,decon,A,1,0,0,3,1,0
2,292,decon,A,2,2,0,1,2,0
2,292,decon,A,3,1,2,3,1,0
2,292,decon,A,4,3,2,3,2,0
2,292,decon,A,5,2,3,3,2,0
2,292,decon,A,6,4,3,2,3,0
2,292,decon,A,7,0,4,3,2,0
2,292,decon,A,8,4,4,4,4,0
2,292,decon,B,1,0,0,3,3,0
2,292,decon,B,2,2,0,1,2,0
2,292,decon,B,3,1,2,3,2,0
2,292,decon,B,4,3,2,3,3,1
2,292,decon,B,5,2,3,3,3,0
2,292,decon,B,6,4,3,2,3,0
2,292,decon,B,7,0,4,3,4,0
2,292,decon,B,8,4,4,4,4,0
2,293,decon,A,1,0,0,3,3,0
2,293,decon,A,2,2,0,1,0,1
2,293,decon,A,3,1,2,3,2,0
2,293,decon,A,4,3,2,3,0,0
2,293,decon,A,5,2,3,3,3,0
2,293,decon,A,6,4,3,2,0,0
2,293,decon,A,7,0,4,3,3,0
2,293,decon,A,8,4,4,4,2,0
2,293,decon,B,1,0,0,3,3,0
2,293,decon,B,2,2,0,1,0,1
2,293,decon,B,3,1,2,3,1,0
2,293,decon,B,4,3,2,3,0,0
2,293,decon,B,5,2,3,3,0,0
2,293,decon,B,6,4,3,2,2,1
2,293,decon,B,7,0,4,3,3,0
2,293,decon,B,8,4,4,4,1,0
2,297,decon,A,1,0,0,3,3,0
2,297,decon,A,2,2,0,1,0,1
2,297,decon,A,3,1,2,3,2,0
2,297,decon,A,4,3,2,3,1,0
2,297,decon,A,5,2,3,3,3,0
2,297,decon,A,6,4,3,2,4,0
2,297,decon,A,7,0,4,3,7,0
2,297,decon,A,8,4,4,4,7,0
2,297,decon,B,1,0,0,3,0,1
2,297,decon,B,2,2,0,1,1,0
2,297,decon,B,3,1,2,3,6,0
2,297,decon,B,4,3,2,3,1,0
2,297,decon,B,5,2,3,3,5,0
2,297,decon,B,6,4,3,2,3,0
2,297,decon,B,7,0,4,3,5,0
2,297,decon,B,8,4,4,4,2,0
2,298,decon,A,1,0,0,3,3,0
2,298,decon,A,2,2,0,1,1,0
2,298,decon,A,3,1,2,3,6,0
2,298,decon,A,4,3,2,3,6,0
2,298,decon,A,5,2,3,3,6,0
2,298,decon,A,6,4,3,2,4,0
2,298,decon,A,7,0,4,3,3,0
2,298,decon,A,8,4,4,4,8,0
2,298,decon,B,1,0,0,3,3,0
2,298,decon,B,2,2,0,1,1,0
2,298,decon,B,3,1,2,3,6,0
2,298,decon,B,4,3,2,3,6,0
2,298,decon,B,5,2,3,3,6,0
2,298,decon,B,6,4,3,2,4,0
2,298,decon,B,7,0,4,3,6,0
2,298,decon,B,8,4,4,4,8,0
2,299,decon,A,1,0,0,3,3,0
2,299,decon,A,2,2,0,1,0,1
2,299,decon,A,3,1,2,3,4,0
2,299,decon,A,4,3,2,3,0,0
2,299,decon,A,5,2,3,3,5,0
2,299,decon,A,6,4,3,2,0,0
2,299,decon,A,7,0,4,3,3,0
2,299,decon,A,8,4,4,4,4,0
2,299,decon,B,1,0,0,3,3,0
2,299,decon,B,2,2,0,1,0,1
2,299,decon,B,3,1,2,3,4,0
2,299,decon,B,4,3,2,3,2,0
2,299,decon,B,5,2,3,3,3,0
2,299,decon,B,6,4,3,2,0,0
2,299,decon,B,7,0,4,3,7,0
2,299,decon,B,8,4,4,4,4,0
2,300,decon,A,1,0,0,3,3,0
2,300,decon,A,2,2,0,1,1,0
2,300,decon,A,3,1,2,3,3,0
2,300,decon,A,4,3,2,3,3,1
2,300,decon,A,5,2,3,3,3,0
2,300,decon,A,6,4,3,2,2,1
2,300,decon,A,7,0,4,3,3,0
2,300,decon,A,8,4,4,4,4,0
2,300,decon,B,1,0,0,3,4,0
2,300,decon,B,2,2,0,1,2,0
2,300,decon,B,3,1,2,3,4,0
2,300,decon,B,4,3,2,3,4,0
2,300,decon,B,5,2,3,3,4,0
2,300,decon,B,6,4,3,2,3,0
2,300,decon,B,7,0,4,3,4,0
2,300,decon,B,8,4,4,4,5,0
2,304,decon,A,1,0,0,3,0,1
2,304,decon,A,2,2,0,1,0,1
2,304,decon,A,3,1,2,3,0,0
2,304,decon,A,4,3,2,3,2,0
2,304,decon,A,5,2,3,3,4,0
2,304,decon,A,6,4,3,2,2,1
2,304,decon,A,7,0,4,3,2,0
2,304,decon,A,8,4,4,4,2,0
2,304,decon,B,1,0,0,3,3,0
2,304,decon,B,2,2,0,1,1,0
2,304,decon,B,3,1,2,3,3,0
2,304,decon,B,4,3,2,3,3,1
2,304,decon,B,5,2,3,3,5,0
2,304,decon,B,6,4,3,2,4,0
2,304,decon,B,7,0,4,3,5,0
2,304,decon,B,8,4,4,4,6,0
2,307,decon,A,1,0,0,3,3,0
2,307,decon,A,2,2,0,1,0,1
2,307,decon,A,3,1,2,3,4,0
2,307,decon,A,4,3,2,3,4,0
2,307,decon,A,5,2,3,3,4,0
2,307,decon,A,6,4,3,2,1,0
2,307,decon,A,7,0,4,3,5,0
2,307,decon,A,8,4,4,4,4,0
2,307,decon,B,1,0,0,3,3,0
2,307,decon,B,2,2,0,1,0,1
2,307,decon,B,3,1,2,3,4,0
2,307,decon,B,4,3,2,3,3,1
2,307,decon,B,5,2,3,3,4,0
2,307,decon,B,6,4,3,2,2,1
2,307,decon,B,7,0,4,3,5,0
2,307,decon,B,8,4,4,4,4,0
2,312,decon,A,1,0,0,3,0,1
2,312,decon,A,2,2,0,1,2,0
2,312,decon,A,3,1,2,3,1,0
2,312,decon,A,4,3,2,3,3,1
2,312,decon,A,5,2,3,3,2,0
2,312,decon,A,6,4,3,2,4,0
2,312,decon,A,7,0,4,3,3,0
2,312,decon,A,8,4,4,4,4,0
2,312,decon,B,1,0,0,3,0,1
2,312,decon,B,2,2,0,1,0,1
2,312,decon,B,3,1,2,3,1,0
2,312,decon,B,4,3,2,3,5,0
2,312,decon,B,5,2,3,3,3,0
2,312,decon,B,6,4,3,2,3,0
2,312,decon,B,7,0,4,3,4,0
2,312,decon,B,8,4,4,4,0,0
2,315,decon,A,1,0,0,3,0,1
2,315,decon,A,2,2,0,1,0,1
2,315,decon,A,3,1,2,3,0,0
2,315,decon,A,4,3,2,3,2,0
2,315,decon,A,5,2,3,3,1,0
